commentId,userId,enrollmentId,courseId,content,createdAt
Lr5D8QCY,87,F47enDbP,8,It was okay.,2024-10-07T15:07:42.770545
Njxqk4aT,73,XqwWSSKn,12,I didn't like it.,2024-10-07T15:07:42.770545
3lJ0FmGW,6,LwSrvSso,16,It was okay.,2024-10-07T15:07:42.770545
BIcfQCw4,13,RTaJentV,9,I loved this course!,2024-10-07T15:07:42.770545
MV17vFma,19,3UACgkjT,7,I loved this course!,2024-10-07T15:07:42.770545
mCNJX4gQ,207,2Z1GesFl,9,I didn't like it.,2024-10-07T15:07:42.770545
44yvHQK1,35,HvwiJTPY,2,It was okay.,2024-10-07T15:07:42.770545
SaNYVlT4,282,PZoxoYPG,13,I didn't like it.,2024-10-07T15:07:42.770545
WJ7T7rdm,212,6xacZ4L4,14,I loved this course!,2024-10-07T15:07:42.770545
hgr8avEB,114,1YkoG02K,6,I didn't like it.,2024-10-07T15:07:42.770545
BFho9O3D,298,tUyZs7Wk,14,I loved this course!,2024-10-07T15:07:42.770545
Z1PIDMwb,119,3Uk71vq6,2,I loved this course!,2024-10-07T15:07:42.770545
BQYY8ey3,122,LgQxMc5p,1,I didn't like it.,2024-10-07T15:07:42.770545
qxnAKKRK,119,ShIHcyiU,20,It was okay.,2024-10-07T15:07:42.770545
ornpzabI,154,lmBje3mg,20,It was okay.,2024-10-07T15:07:42.770545
aZYCzIuN,290,yHtzDcGs,7,It was okay.,2024-10-07T15:07:42.771546
scCVMm1f,260,K0YMABZB,5,It was okay.,2024-10-07T15:07:42.771546
zZF940cz,15,qidHdV0x,4,It was okay.,2024-10-07T15:07:42.771546
bwxcwoOR,130,5BHvJlqr,5,I loved this course!,2024-10-07T15:07:42.771546
avSJbmkB,231,IIPiK4MV,4,I didn't like it.,2024-10-07T15:07:42.771546
xYRvkwV1,153,cRODj4VJ,2,I didn't like it.,2024-10-07T15:07:42.771546
vCwmix9m,153,CMk967cZ,15,I didn't like it.,2024-10-07T15:07:42.771546
Rpc7xjz9,21,wYE3vTTD,12,It was okay.,2024-10-07T15:07:42.771546
vvjGZh3d,236,7KplkCjW,3,I didn't like it.,2024-10-07T15:07:42.771546
0GKhZ1z9,265,D7brxVJp,2,I didn't like it.,2024-10-07T15:07:42.771546
FOiSfkUi,10,A2aCtL7H,1,I didn't like it.,2024-10-07T15:07:42.771546
KF47VJkp,82,iqjndUQP,12,I didn't like it.,2024-10-07T15:07:42.771546
RUUawGaQ,35,CZPaodff,5,It was okay.,2024-10-07T15:07:42.771546
SSSIsATr,160,F3KdDXy7,20,I loved this course!,2024-10-07T15:07:42.771546
KGZ2zFly,225,uthoBa6S,5,It was okay.,2024-10-07T15:07:42.771546
AJVhpWxv,164,Mau97okW,4,I loved this course!,2024-10-07T15:07:42.771546
WVasyLV3,120,3UGEcgpu,14,I loved this course!,2024-10-07T15:07:42.771546
IeLonTQu,185,FcJxrQ5g,15,I didn't like it.,2024-10-07T15:07:42.771546
Ll18mojz,161,5yq9JaCX,16,I didn't like it.,2024-10-07T15:07:42.771546
5qXJv05S,77,yrS6nAx0,6,It was okay.,2024-10-07T15:07:42.771546
PTFmEhii,174,fQSaXer0,6,It was okay.,2024-10-07T15:07:42.771546
lOlZouYS,37,d7aFbQQl,16,It was okay.,2024-10-07T15:07:42.772545
4RvdAreT,128,CDq0bWmZ,16,I loved this course!,2024-10-07T15:07:42.772545
9pUC5TPN,292,bvZu7TkP,19,I loved this course!,2024-10-07T15:07:42.772545
ujytJHCd,284,pZTtTUH8,14,I didn't like it.,2024-10-07T15:07:42.772545
1lgSyoGE,180,S6lUpoKR,6,It was okay.,2024-10-07T15:07:42.772545
3wXlSNXd,209,fVHfhoLM,15,It was okay.,2024-10-07T15:07:42.772545
vyROscFh,133,vtD8IXL1,5,I didn't like it.,2024-10-07T15:07:42.772545
24bBfNeV,21,cA3h0shy,1,I didn't like it.,2024-10-07T15:07:42.772545
949CM63f,278,COhfXwGi,8,I loved this course!,2024-10-07T15:07:42.772545
aYU3C7sW,11,HwotHS24,18,I loved this course!,2024-10-07T15:07:42.772545
qlneOquU,9,PixhViWj,1,It was okay.,2024-10-07T15:07:42.772545
bF5LEPaE,141,bjTon9V3,12,I didn't like it.,2024-10-07T15:07:42.772545
kSPEoNFi,89,oRg6v4gx,9,I loved this course!,2024-10-07T15:07:42.772545
sCgoSyt7,109,ZFHAg9ep,9,I didn't like it.,2024-10-07T15:07:42.772545
yNucqGXW,300,Gemcikzk,11,It was okay.,2024-10-07T15:07:42.772545
omQiJ1RD,157,oUiQyprf,15,I didn't like it.,2024-10-07T15:07:42.772545
6DdGalAG,150,R1Yg46rf,9,It was okay.,2024-10-07T15:07:42.772545
ZybnysG6,241,Gyjuicno,8,I loved this course!,2024-10-07T15:07:42.773544
W1YIL917,157,usMcZhdX,20,It was okay.,2024-10-07T15:07:42.773544
XdTJHfKc,231,JspvWCur,7,It was okay.,2024-10-07T15:07:42.773544
VpujGuqr,179,8GYfdkVx,18,I didn't like it.,2024-10-07T15:07:42.773544
8iRoIOId,133,tbKf6Jty,9,I didn't like it.,2024-10-07T15:07:42.773544
9SxoV9Nf,289,Kajuobyn,14,It was okay.,2024-10-07T15:07:42.773544
egKKkKO4,96,uF4iFk2f,4,It was okay.,2024-10-07T15:07:42.773544
4nbUK4R7,23,yVJCibCy,18,I didn't like it.,2024-10-07T15:07:42.773544
F5TQScac,252,ZMXP3XF7,2,I didn't like it.,2024-10-07T15:07:42.773544
L8KygUb3,291,LtKZ6pSy,2,It was okay.,2024-10-07T15:07:42.773544
usPnCMh0,145,Kg1GQxIn,8,I loved this course!,2024-10-07T15:07:42.773544
S3LRYzyV,164,k7yqtl3R,11,I loved this course!,2024-10-07T15:07:42.773544
uUNxQ7RR,127,l7mFGVZP,9,It was okay.,2024-10-07T15:07:42.773544
0VFDyvot,147,FLanaPDb,14,It was okay.,2024-10-07T15:07:42.773544
Oibwng51,29,x8nd46yT,17,I didn't like it.,2024-10-07T15:07:42.773544
TeVncJV9,291,QT47vjr7,20,I loved this course!,2024-10-07T15:07:42.773544
hAG7bvST,86,An4MPebT,9,I didn't like it.,2024-10-07T15:07:42.774550
OrdXP44I,184,VXoVs7Dq,18,I didn't like it.,2024-10-07T15:07:42.774550
VAXDalZz,103,bAbgHj6O,16,It was okay.,2024-10-07T15:07:42.774550
60UDOByR,76,cWj77roL,10,It was okay.,2024-10-07T15:07:42.774550
3JIjIq8g,183,X8IeEfr4,7,It was okay.,2024-10-07T15:07:42.774550
C59tml5k,119,6EnAQ5JR,17,It was okay.,2024-10-07T15:07:42.774550
7jFXmB12,32,gQrIfltE,16,I loved this course!,2024-10-07T15:07:42.774550
IN1PZJuY,8,aHBWSbWO,13,I loved this course!,2024-10-07T15:07:42.774550
3rXIVZFn,237,1OKKL4DJ,5,I loved this course!,2024-10-07T15:07:42.774550
jJlgErzR,22,pjeb5Mza,20,I didn't like it.,2024-10-07T15:07:42.774550
QQweOPZU,235,y4glud2h,3,I didn't like it.,2024-10-07T15:07:42.774550
Av83prrv,137,rZwlcp40,20,I loved this course!,2024-10-07T15:07:42.774550
hr1TSWzu,265,aXGz08P6,14,I didn't like it.,2024-10-07T15:07:42.774550
hTzm12wc,273,d2WMUcEu,15,It was okay.,2024-10-07T15:07:42.774550
2aTEf3C4,229,BHVGrBpo,8,I loved this course!,2024-10-07T15:07:42.774550
FBzawH1R,75,Fm1hbvHq,13,I didn't like it.,2024-10-07T15:07:42.774550
4qzANSW3,143,ggUqOaKf,8,It was okay.,2024-10-07T15:07:42.774550
c17YEvaI,288,TQZSUOqP,9,I loved this course!,2024-10-07T15:07:42.774550
BX7BkWf9,94,S0H7Y0Oz,10,I loved this course!,2024-10-07T15:07:42.774550
Zx5FconY,211,SajWe44p,19,I didn't like it.,2024-10-07T15:07:42.774550
Jrs62VEK,77,h1KBPeRn,19,I loved this course!,2024-10-07T15:07:42.774550
SZsyda55,12,38chpXj9,15,It was okay.,2024-10-07T15:07:42.775545
EgCq2WbR,75,zWSlGEs9,14,It was okay.,2024-10-07T15:07:42.775545
bGfoEksF,135,Bc0cPig0,1,I didn't like it.,2024-10-07T15:07:42.775545
yNR3fao3,199,93ReeIKQ,18,I loved this course!,2024-10-07T15:07:42.775545
Z0OhdeVg,132,eFl6hvqv,13,It was okay.,2024-10-07T15:07:42.775545
EC5dxjWU,41,x0721TLW,17,It was okay.,2024-10-07T15:07:42.775545
mpNWPMt7,39,mRNWv1mR,7,I didn't like it.,2024-10-07T15:07:42.775545
hyH7clJH,131,MAE7ynVg,3,I didn't like it.,2024-10-07T15:07:42.775545
8IuoppcH,149,DFQ71yIW,11,I didn't like it.,2024-10-07T15:07:42.775545
69rsNtXa,226,1dqxHrie,6,It was okay.,2024-10-07T15:07:42.775545
h008EVgf,221,Qmodcjqf,12,I didn't like it.,2024-10-07T15:07:42.775545
oPWwHaBF,237,PqN1Da3l,7,It was okay.,2024-10-07T15:07:42.775545
c3oFAmdK,275,toXe9oXm,19,I didn't like it.,2024-10-07T15:07:42.775545
bm6sYBH9,60,54pYG1cA,4,It was okay.,2024-10-07T15:07:42.775545
uhlDQR9E,83,mT8aByON,4,It was okay.,2024-10-07T15:07:42.775545
oQQcH0xJ,19,aw7I1Unm,9,I didn't like it.,2024-10-07T15:07:42.775545
Bc1jy3mr,229,xMIA9ac4,13,I didn't like it.,2024-10-07T15:07:42.775545
BHOgOwjU,190,1flfaMOl,13,It was okay.,2024-10-07T15:07:42.775545
XHmVMYnu,249,nBKgnHRB,5,I didn't like it.,2024-10-07T15:07:42.776545
FqbIc0BW,293,j2SP8MSJ,15,I didn't like it.,2024-10-07T15:07:42.776545
L6B8Jz9o,50,CC20W6xG,16,It was okay.,2024-10-07T15:07:42.776545
xOTkhkak,89,wTraJLVf,12,It was okay.,2024-10-07T15:07:42.776545
QEtrW4ro,168,znyjotvd,5,I didn't like it.,2024-10-07T15:07:42.776545
Wp7jDzix,257,aLb4UkBA,1,I loved this course!,2024-10-07T15:07:42.776545
WLs3rRBH,67,03pZmYk4,18,I didn't like it.,2024-10-07T15:07:42.776545
I6JfKhjE,197,EsQZ8iZF,12,I didn't like it.,2024-10-07T15:07:42.776545
hdJDTPJn,169,COIV4FVo,10,I didn't like it.,2024-10-07T15:07:42.776545
zNR5opeF,28,rWaECcsA,9,I loved this course!,2024-10-07T15:07:42.776545
zk4TGM7J,47,ojvbdyBT,10,I loved this course!,2024-10-07T15:07:42.776545
6meWKo4h,267,syNGHgi4,3,I didn't like it.,2024-10-07T15:07:42.776545
1kWbYrq9,276,R2Kry3K4,10,I loved this course!,2024-10-07T15:07:42.776545
pM1Ss9iO,60,gmCVpqbb,2,I loved this course!,2024-10-07T15:07:42.776545
V7ayYJZL,224,x36qONhE,13,I loved this course!,2024-10-07T15:07:42.776545
EPwyIIZB,76,adm9yNqA,2,It was okay.,2024-10-07T15:07:42.776545
rp5AZKM1,85,CClVjdZV,13,I didn't like it.,2024-10-07T15:07:42.776545
lMHCTNJl,186,fRvEPtcs,6,It was okay.,2024-10-07T15:07:42.776545
lFVvi2dD,231,8IcMgC0Z,11,It was okay.,2024-10-07T15:07:42.776545
YEj3MUur,14,jo3wgsU7,16,It was okay.,2024-10-07T15:07:42.776545
KeG4f4sD,92,yBkVqmqr,17,It was okay.,2024-10-07T15:07:42.777549
bRcpq5AB,50,PFJowHHH,9,I loved this course!,2024-10-07T15:07:42.777549
FQMRBbZA,266,K0gyloYl,18,I didn't like it.,2024-10-07T15:07:42.777549
gQXTFH8X,140,hD74ygh6,12,It was okay.,2024-10-07T15:07:42.777549
nKl9eqNW,265,GWewf8AJ,4,It was okay.,2024-10-07T15:07:42.777549
K7XKxXXh,162,gj0RXNfc,11,I loved this course!,2024-10-07T15:07:42.777549
GW5a5QkE,129,bgfBKstS,17,I didn't like it.,2024-10-07T15:07:42.777549
2exgKzLh,123,Cta7Po7E,14,I loved this course!,2024-10-07T15:07:42.777549
gFKexawp,288,zLSmpMKS,8,It was okay.,2024-10-07T15:07:42.777549
7bHSSM9k,74,1Kc3doJt,5,I didn't like it.,2024-10-07T15:07:42.777549
8fEOU23k,154,0gto5mSu,8,It was okay.,2024-10-07T15:07:42.777549
7AHvnGVZ,276,2cLzAMBh,7,I loved this course!,2024-10-07T15:07:42.777549
OOcIxrjY,9,1ar89Q3K,13,I loved this course!,2024-10-07T15:07:42.777549
pUrgqeH8,117,H0vAGgjN,13,I didn't like it.,2024-10-07T15:07:42.777549
csxcUXFX,115,QIe6a7aF,13,I didn't like it.,2024-10-07T15:07:42.777549
58NrWD0W,242,L959qDo7,11,I didn't like it.,2024-10-07T15:07:42.777549
dG9ICpSM,36,aWP9PRey,10,It was okay.,2024-10-07T15:07:42.777549
Epkxpb2y,35,dygoktnT,4,I didn't like it.,2024-10-07T15:07:42.778545
BhssSBUt,156,PZ5IlUgl,8,It was okay.,2024-10-07T15:07:42.778545
i4aMxaJA,89,YlfSoew9,14,I didn't like it.,2024-10-07T15:07:42.778545
sQJTgAWW,6,nGMSC87W,10,I didn't like it.,2024-10-07T15:07:42.778545
FPKxFm1b,131,b6rqcNVC,9,I didn't like it.,2024-10-07T15:07:42.778545
SmXiUzNT,3,RRFekZFp,15,I loved this course!,2024-10-07T15:07:42.778545
YrlkH1O4,112,xUQ9OgbT,13,I didn't like it.,2024-10-07T15:07:42.778545
3EQn6lBt,35,YhX04TDc,13,I loved this course!,2024-10-07T15:07:42.778545
LF3zFMXM,40,N6d122qp,13,It was okay.,2024-10-07T15:07:42.778545
CohMtMmA,148,acgCt5cT,14,It was okay.,2024-10-07T15:07:42.778545
d8BCk1kT,166,OUpiNPOO,14,I didn't like it.,2024-10-07T15:07:42.778545
GWlNpAGo,46,tU644TLD,20,I didn't like it.,2024-10-07T15:07:42.778545
EbvQ3Wkn,290,3BOI4C6J,9,I loved this course!,2024-10-07T15:07:42.778545
9vNPAnTs,154,GSaI3QMh,7,I loved this course!,2024-10-07T15:07:42.778545
4c0oCJHE,32,Hsy9h691,11,It was okay.,2024-10-07T15:07:42.778545
e3EW8Vh1,147,t6U05awK,4,It was okay.,2024-10-07T15:07:42.778545
7ubsqKbg,109,m8Ei5XYt,6,I loved this course!,2024-10-07T15:07:42.778545
t0okgx11,227,7PzQ2E3o,18,I loved this course!,2024-10-07T15:07:42.778545
aixxY6id,163,IOLzyYFr,18,I didn't like it.,2024-10-07T15:07:42.779545
Kshx5NnF,54,8lcGB7mH,13,It was okay.,2024-10-07T15:07:42.779545
kSKEsGJ8,204,f0wFoD7b,11,I didn't like it.,2024-10-07T15:07:42.779545
vcvzRgUQ,199,AOYgkW3T,19,I didn't like it.,2024-10-07T15:07:42.779545
u2kprKkF,85,BGDIusoC,17,I loved this course!,2024-10-07T15:07:42.779545
S45Zobuy,196,acl9vEHR,4,I didn't like it.,2024-10-07T15:07:42.779545
alvHI89C,197,eRHlauf1,9,I didn't like it.,2024-10-07T15:07:42.779545
Scx6LsrW,121,4ZutsEeG,2,It was okay.,2024-10-07T15:07:42.779545
MXD3Wk8P,151,aY6shmHj,13,I didn't like it.,2024-10-07T15:07:42.779545
1MxUQvH0,251,GxAFO2qO,14,I loved this course!,2024-10-07T15:07:42.779545
NQ9s8KY0,43,HW2Ghn15,7,I loved this course!,2024-10-07T15:07:42.779545
RV9a5FEq,144,YeQfPuLv,11,I didn't like it.,2024-10-07T15:07:42.779545
OcSY8I0O,253,eHz3Ngpl,4,It was okay.,2024-10-07T15:07:42.779545
ATSZmPRy,60,LuWIzvSQ,15,I loved this course!,2024-10-07T15:07:42.779545
9TOP9QfV,165,5z9PiucQ,20,I didn't like it.,2024-10-07T15:07:42.779545
2e93zdhy,32,xNHRGSaO,2,I loved this course!,2024-10-07T15:07:42.779545
7yvwJAhi,70,B25XRt9B,11,I loved this course!,2024-10-07T15:07:42.779545
RJthZ4z0,58,u489UVDR,8,It was okay.,2024-10-07T15:07:42.779545
Lu0HDKPY,181,o0gNpXcs,1,I didn't like it.,2024-10-07T15:07:42.780545
wEKbXKh3,228,aCoZVfsu,10,I didn't like it.,2024-10-07T15:07:42.780545
yVdG4mL2,81,Othl3mlq,5,It was okay.,2024-10-07T15:07:42.780545
WJU8CTRU,190,vrwZF0rz,20,I loved this course!,2024-10-07T15:07:42.780545
bP0KEFYD,298,7aLFh4ug,4,It was okay.,2024-10-07T15:07:42.780545
6pjqSwgl,140,okyVdqhs,16,It was okay.,2024-10-07T15:07:42.780545
Dn7ozY3M,1,ZqoQYyvg,8,It was okay.,2024-10-07T15:07:42.780545
GR1hQgSu,107,zV7f4nvi,4,It was okay.,2024-10-07T15:07:42.780545
BqzoDL20,88,iFFxJh0J,19,I didn't like it.,2024-10-07T15:07:42.780545
f72BNJ8T,279,JEh1mSd5,20,I didn't like it.,2024-10-07T15:07:42.780545
KbbLAlhw,184,VNaNDBun,17,I didn't like it.,2024-10-07T15:07:42.780545
rACxaKOk,159,N4nMuRgm,11,I didn't like it.,2024-10-07T15:07:42.780545
gI0vZ32r,255,03zpS2n0,9,I loved this course!,2024-10-07T15:07:42.780545
r7dgaOTa,80,bTb5bchH,17,I didn't like it.,2024-10-07T15:07:42.780545
2U3X4mPO,276,wmmyJQQa,9,It was okay.,2024-10-07T15:07:42.780545
PfQOoVc4,196,8PA1BNPY,16,I didn't like it.,2024-10-07T15:07:42.780545
iN751Dta,249,x7as7Y1t,15,I loved this course!,2024-10-07T15:07:42.780545
8gAhmyqJ,283,8O93fWdL,12,It was okay.,2024-10-07T15:07:42.780545
2yIywbFs,202,qrFVseXY,9,I loved this course!,2024-10-07T15:07:42.780545
0bMTGjpn,12,CJAdxliN,7,I loved this course!,2024-10-07T15:07:42.780545
A6bteTn1,143,fr0lELRx,15,It was okay.,2024-10-07T15:07:42.780545
NYf2hYz5,240,DJnxsQD5,20,I didn't like it.,2024-10-07T15:07:42.780545
CIP6dCXf,64,BkxpBSdw,13,I loved this course!,2024-10-07T15:07:42.781547
8aY2yabO,78,z1u19QHW,7,It was okay.,2024-10-07T15:07:42.781547
LfxQxDxP,242,xO0TzE2X,3,I loved this course!,2024-10-07T15:07:42.781547
9oR8i9mb,212,2jdKrlLA,5,I didn't like it.,2024-10-07T15:07:42.781547
Jdl9IuZv,211,6M0cSdXh,11,I didn't like it.,2024-10-07T15:07:42.781547
L5ICxylY,120,JQKYUovW,1,It was okay.,2024-10-07T15:07:42.781547
pLKbvIRm,190,EdScKVHy,7,I loved this course!,2024-10-07T15:07:42.781547
XzkBiqs6,211,wFiqUZZE,10,I didn't like it.,2024-10-07T15:07:42.781547
Dnonr099,169,f062I3Ze,12,It was okay.,2024-10-07T15:07:42.781547
FzIzP7WT,6,rM9NPVF7,5,I didn't like it.,2024-10-07T15:07:42.781547
jsPVxVe2,103,EsWcv75S,13,I loved this course!,2024-10-07T15:07:42.781547
l5a3edqs,156,O40E2c3S,5,It was okay.,2024-10-07T15:07:42.781547
aCcN7oRS,169,J6J3HbEP,4,I loved this course!,2024-10-07T15:07:42.781547
fNs3p02r,82,xR8nZpC0,18,It was okay.,2024-10-07T15:07:42.781547
ZXyAeLCh,42,dbD3zwKX,10,I didn't like it.,2024-10-07T15:07:42.781547
3lzxPEn0,205,yLKRr07w,19,It was okay.,2024-10-07T15:07:42.781547
M9Ybqpf0,288,q0a9ctqK,7,I loved this course!,2024-10-07T15:07:42.781547
Tt8S0HUz,175,ucrzrZCD,10,I loved this course!,2024-10-07T15:07:42.781547
8X7Vf8m5,55,9brPcV4t,8,It was okay.,2024-10-07T15:07:42.782546
S3ktS4Sw,190,bdaLiXzF,10,It was okay.,2024-10-07T15:07:42.782546
vVSjzxP3,142,jIFabSzH,17,It was okay.,2024-10-07T15:07:42.782546
Yu7uhH1i,143,D2j5PYbi,11,It was okay.,2024-10-07T15:07:42.782546
hTHMxCOK,30,6fWF2FBD,6,It was okay.,2024-10-07T15:07:42.782546
wuIWDxrY,120,WOQgt0bE,20,It was okay.,2024-10-07T15:07:42.782546
73pj6won,144,7jcD7HIJ,4,I didn't like it.,2024-10-07T15:07:42.782546
IePy9Ger,62,6hln37Lm,17,It was okay.,2024-10-07T15:07:42.782546
FPCSZCNg,136,DKALIoCv,16,I didn't like it.,2024-10-07T15:07:42.782546
lK7h15Dm,11,F5978Kx7,17,I loved this course!,2024-10-07T15:07:42.782546
y8lZ1iRC,226,qXcH6yto,11,I didn't like it.,2024-10-07T15:07:42.782546
yMZlSmnE,240,4PBsZSOj,10,I loved this course!,2024-10-07T15:07:42.782546
WM8cYZMg,297,pXfhySXU,7,It was okay.,2024-10-07T15:07:42.782546
P3OxVaDZ,288,4oIH2gU4,13,I loved this course!,2024-10-07T15:07:42.782546
fflPFvjD,102,HBNygFEk,19,I didn't like it.,2024-10-07T15:07:42.782546
yEWrNkcS,118,tNw6YRAq,7,It was okay.,2024-10-07T15:07:42.782546
GIuidxA3,64,4fy7mCCo,4,I didn't like it.,2024-10-07T15:07:42.782546
Hps6pn1D,266,TrMJ55YC,19,I loved this course!,2024-10-07T15:07:42.782546
9N6YujMK,147,iwqgLszC,1,I didn't like it.,2024-10-07T15:07:42.783545
Phr0F7nD,55,7a9vE3mF,10,It was okay.,2024-10-07T15:07:42.783545
ERnwbhoJ,244,mFPMH6xz,6,It was okay.,2024-10-07T15:07:42.783545
fUnifx09,133,f0MMz4Ay,20,It was okay.,2024-10-07T15:07:42.783545
JUCwYBBQ,170,5YGAkXLn,7,I didn't like it.,2024-10-07T15:07:42.783545
RJ2wPvFN,228,tHpH8uH7,4,I loved this course!,2024-10-07T15:07:42.783545
3NZtnAZe,221,F6NDN5ea,19,I loved this course!,2024-10-07T15:07:42.783545
66SbR6LO,77,emN29z14,4,It was okay.,2024-10-07T15:07:42.783545
KtchQTHs,277,FEUCChiw,18,I didn't like it.,2024-10-07T15:07:42.783545
1xf1fybb,235,jcpkNUDd,14,It was okay.,2024-10-07T15:07:42.783545
mXz0dtkd,97,P1fvyE2p,14,It was okay.,2024-10-07T15:07:42.783545
dLYCWljg,256,LfNDgeKW,9,I didn't like it.,2024-10-07T15:07:42.783545
elqWBnuK,35,1ztT26wq,11,It was okay.,2024-10-07T15:07:42.783545
TsGEpnSV,217,Ss6rHiUw,12,I didn't like it.,2024-10-07T15:07:42.783545
9LdFKiJp,94,D57zjkYF,12,I loved this course!,2024-10-07T15:07:42.783545
tVATJwwB,117,FteBh8gW,7,I loved this course!,2024-10-07T15:07:42.783545
ybhAK6Et,173,Bo5fdJYv,8,It was okay.,2024-10-07T15:07:42.783545
zuAcNTXV,123,pNWuUxNf,4,It was okay.,2024-10-07T15:07:42.783545
zKQx5Dcs,78,9PbMLerk,1,It was okay.,2024-10-07T15:07:42.783545
6zw2eaTR,62,4BpPNiha,14,I didn't like it.,2024-10-07T15:07:42.784545
2Oj7MlSz,272,oEAgRLvE,6,It was okay.,2024-10-07T15:07:42.784545
HZwgjXP3,208,HkEqIWhX,8,It was okay.,2024-10-07T15:07:42.784545
nKIqIF8K,194,B3H0DhmM,5,I didn't like it.,2024-10-07T15:07:42.784545
AwEWUOHR,185,NSAKTRvO,16,I loved this course!,2024-10-07T15:07:42.784545
Gn3YqfLl,14,DZDAI1jC,14,I loved this course!,2024-10-07T15:07:42.784545
GzrwhJ3A,294,oTU7VVz7,5,I loved this course!,2024-10-07T15:07:42.784545
xu3KwoYf,184,wR3rPgo9,14,It was okay.,2024-10-07T15:07:42.784545
T53166YH,189,9MeZHWnJ,2,It was okay.,2024-10-07T15:07:42.784545
4kQscr4a,218,vjbNHjzZ,19,It was okay.,2024-10-07T15:07:42.784545
LSoT3Kxg,215,5RmvHHLD,5,I didn't like it.,2024-10-07T15:07:42.784545
XhaGXQic,134,W9UWW8JC,11,I loved this course!,2024-10-07T15:07:42.784545
x9SV6kCT,137,GHPPMZY9,19,I didn't like it.,2024-10-07T15:07:42.784545
KTXOHAEb,56,iaXHwmpk,20,I didn't like it.,2024-10-07T15:07:42.785544
aRKeYwpR,141,1gSFfnd2,20,I loved this course!,2024-10-07T15:07:42.785544
Dow995bD,154,oQSa1zoV,12,It was okay.,2024-10-07T15:07:42.785544
WzwEKXSw,204,5RBJnM1D,1,I didn't like it.,2024-10-07T15:07:42.785544
EkDSXKgy,220,7YoOFbab,15,I loved this course!,2024-10-07T15:07:42.785544
m3l05qTo,169,TdQhaXGv,9,I loved this course!,2024-10-07T15:07:42.785544
HhgA9E7E,70,7TLnTlpB,6,I didn't like it.,2024-10-07T15:07:42.785544
jr4IJRfi,92,UXvmKglW,4,I didn't like it.,2024-10-07T15:07:42.785544
t2QG7pEX,94,PZRgS876,17,I loved this course!,2024-10-07T15:07:42.785544
XFFhATDF,186,EqxL386x,5,It was okay.,2024-10-07T15:07:42.785544
2XQ4MXTN,29,Y8X1u6QN,12,I loved this course!,2024-10-07T15:07:42.785544
Xg5NfREf,289,RBTrbyPg,3,I loved this course!,2024-10-07T15:07:42.785544
boEcWMaL,262,wcLhQwyc,17,I loved this course!,2024-10-07T15:07:42.785544
GbvlLotL,255,LKykkJsd,4,It was okay.,2024-10-07T15:07:42.785544
vPbTodYw,244,Fho4Nqoc,2,I loved this course!,2024-10-07T15:07:42.785544
PvGk97lk,189,gq8O71fn,7,I didn't like it.,2024-10-07T15:07:42.786545
tSxGvYAh,186,3LiRAQkB,7,I didn't like it.,2024-10-07T15:07:42.786545
PbwOFpXX,271,nuu7nhlQ,7,I loved this course!,2024-10-07T15:07:42.786545
urWrrnI5,8,OG2GWYSX,4,I loved this course!,2024-10-07T15:07:42.786545
qXBToFb2,103,Hteg88Mr,10,I didn't like it.,2024-10-07T15:07:42.786545
80hLQmSc,300,GwlvkO3V,13,I loved this course!,2024-10-07T15:07:42.786545
3MS21E8E,77,DFOkXdve,18,I didn't like it.,2024-10-07T15:07:42.786545
bJOVnoUB,20,ip2tfar9,13,I didn't like it.,2024-10-07T15:07:42.786545
ChKWW1H3,225,kfbwsbG2,15,It was okay.,2024-10-07T15:07:42.786545
1WOjJGpQ,196,fMdJD1bG,3,It was okay.,2024-10-07T15:07:42.786545
CrSu9LIx,42,67p0hbhq,13,I didn't like it.,2024-10-07T15:07:42.786545
bTQyozHf,235,juICw6i2,20,It was okay.,2024-10-07T15:07:42.786545
Gd5sSLO8,48,9jYmYvJL,11,I didn't like it.,2024-10-07T15:07:42.786545
9UGqKGnc,157,KZNvLZIc,5,It was okay.,2024-10-07T15:07:42.786545
YKgULsf0,125,JhkkxAo2,11,It was okay.,2024-10-07T15:07:42.786545
s7N1TyyV,1,X9yrVB24,16,I loved this course!,2024-10-07T15:07:42.786545
HNGqEGdS,157,zTTeCVuc,16,It was okay.,2024-10-07T15:07:42.786545
xFALGgJl,42,fn1uy6W2,18,I didn't like it.,2024-10-07T15:07:42.786545
phjwDwJr,296,6ynEBr77,7,It was okay.,2024-10-07T15:07:42.786545
Kua8hHmV,234,6hNQfmW0,7,I loved this course!,2024-10-07T15:07:42.787545
Gw0xWFQv,208,QGHAX9u6,13,I loved this course!,2024-10-07T15:07:42.787545
ooEjW5xv,72,HFW6DoNg,17,I loved this course!,2024-10-07T15:07:42.787545
MHoneLCt,119,SIyfyGYn,12,I didn't like it.,2024-10-07T15:07:42.787545
XlYFXPVk,35,ZEKOZOJ8,1,I loved this course!,2024-10-07T15:07:42.787545
Ql9NNEdN,165,y6ixgqAo,12,I didn't like it.,2024-10-07T15:07:42.787545
LOFhZQVs,50,V7vTKF1d,6,It was okay.,2024-10-07T15:07:42.787545
3jaPIJ9g,84,Z67KRXOx,20,It was okay.,2024-10-07T15:07:42.787545
2ReHInI8,72,3BkxThQG,13,It was okay.,2024-10-07T15:07:42.787545
et2c1xCW,54,USDraLas,7,I loved this course!,2024-10-07T15:07:42.787545
