enrollmentId,userId,courseId,enrolledAt,progress,completed,totalCount,completedCount,isQuizTaken,isParticipated,isFeedback
fQHedixp,274,12,2024-10-07T15:07:42.795545,73,False,18,11,False,False,False
HCaerM1i,1,18,2024-10-07T15:07:42.795545,90,False,9,1,False,True,False
UgRohHgO,2,16,2024-10-07T15:07:42.795545,50,False,17,1,False,False,True
blNtlyGs,91,19,2024-10-07T15:07:42.795545,62,False,7,5,False,False,False
21bwo7yI,120,19,2024-10-07T15:07:42.795545,42,False,8,0,True,False,True
0fSm58u0,116,5,2024-10-07T15:07:42.795545,32,False,17,3,False,True,False
tv2dOi9D,46,3,2024-10-07T15:07:42.795545,31,False,14,1,False,True,True
YE91BbzN,144,12,2024-10-07T15:07:42.795545,95,False,6,2,True,False,True
S9lboKgc,274,15,2024-10-07T15:07:42.795545,66,False,16,15,False,False,False
UKPR1rky,281,1,2024-10-07T15:07:42.795545,87,False,16,15,True,True,True
kyMnQ44k,46,5,2024-10-07T15:07:42.795545,39,False,15,4,False,True,False
4TWpI6Qs,283,20,2024-10-07T15:07:42.795545,46,False,13,2,False,True,True
O2lS562F,37,6,2024-10-07T15:07:42.795545,34,False,13,6,True,True,False
h3NoDAXm,220,16,2024-10-07T15:07:42.796545,37,False,19,2,False,False,True
y2Kb9R7i,150,17,2024-10-07T15:07:42.796545,75,False,8,1,False,False,False
FPaV1Vmm,115,15,2024-10-07T15:07:42.796545,41,False,12,10,True,False,False
N8v9ECKR,17,4,2024-10-07T15:07:42.796545,4,False,5,2,False,True,True
2qP9UkcL,122,20,2024-10-07T15:07:42.796545,22,False,19,8,False,False,False
rDtNWAxn,135,5,2024-10-07T15:07:42.796545,12,False,5,3,False,False,False
tCb6KMJt,96,17,2024-10-07T15:07:42.796545,8,False,18,12,False,False,False
MC0pS3v3,34,7,2024-10-07T15:07:42.796545,82,False,11,8,True,True,False
PaM015SG,51,1,2024-10-07T15:07:42.796545,34,False,11,8,False,False,True
Rkuk7Kuv,294,7,2024-10-07T15:07:42.796545,19,False,20,9,False,True,False
GkmlB7Zo,71,7,2024-10-07T15:07:42.796545,27,False,20,10,True,True,True
sDwYzpFt,175,8,2024-10-07T15:07:42.796545,56,False,8,3,False,False,True
rcduCxjK,164,15,2024-10-07T15:07:42.796545,9,False,6,1,False,True,False
Bn6xXlBn,259,10,2024-10-07T15:07:42.796545,98,False,13,12,True,True,False
F66Zum0W,36,6,2024-10-07T15:07:42.796545,86,False,18,2,False,True,True
FgocDNqu,40,17,2024-10-07T15:07:42.796545,12,False,20,8,False,False,True
FZenUzuW,224,18,2024-10-07T15:07:42.796545,41,False,7,4,False,True,False
E2kbKWML,176,8,2024-10-07T15:07:42.796545,37,False,10,2,False,False,False
5HDzpsGH,136,11,2024-10-07T15:07:42.796545,4,False,15,1,True,False,False
ww1zL9l7,198,17,2024-10-07T15:07:42.796545,43,False,18,6,False,False,True
X1hWh6xP,202,13,2024-10-07T15:07:42.796545,54,False,17,8,True,False,False
O5TQcyzu,36,1,2024-10-07T15:07:42.796545,64,False,16,10,True,True,False
IBVSH07E,237,15,2024-10-07T15:07:42.796545,41,False,14,9,False,False,True
XokXmdvR,202,15,2024-10-07T15:07:42.796545,24,False,8,2,False,False,True
Np3n0Wkk,8,8,2024-10-07T15:07:42.796545,3,False,15,0,False,True,True
P0HSTnhA,215,19,2024-10-07T15:07:42.796545,42,False,17,2,False,True,True
N9NHvX4t,2,10,2024-10-07T15:07:42.796545,97,False,9,3,True,True,True
nxEo1nq2,288,17,2024-10-07T15:07:42.796545,67,False,13,8,True,False,False
Ejpmx7hn,125,15,2024-10-07T15:07:42.796545,10,False,12,9,False,False,True
Xl6THG61,259,1,2024-10-07T15:07:42.796545,22,False,10,4,True,False,False
WsyurNSI,72,5,2024-10-07T15:07:42.796545,53,False,11,4,True,True,False
UkNch27g,16,9,2024-10-07T15:07:42.796545,97,False,13,0,True,True,True
FSpn5FNg,3,3,2024-10-07T15:07:42.796545,76,False,19,13,False,True,False
y77jH4Wz,96,15,2024-10-07T15:07:42.796545,31,False,11,6,False,False,False
TlP8ZwiC,268,8,2024-10-07T15:07:42.796545,1,False,11,0,False,False,False
E3T6GgxC,251,13,2024-10-07T15:07:42.796545,32,False,5,1,True,False,False
BbNFPcFb,91,16,2024-10-07T15:07:42.797551,65,False,9,7,False,True,False
DaMegl98,219,7,2024-10-07T15:07:42.797551,19,False,9,7,False,True,True
bpe01moi,194,16,2024-10-07T15:07:42.797551,83,False,17,16,False,True,False
5X1LoBmI,230,1,2024-10-07T15:07:42.797551,2,False,20,11,False,False,False
sVlTE1Lu,15,18,2024-10-07T15:07:42.797551,55,False,13,4,True,False,False
nGlBxwee,78,10,2024-10-07T15:07:42.797551,91,False,16,3,False,True,False
c0IugHNk,231,13,2024-10-07T15:07:42.797551,64,False,6,0,False,True,True
SSLUx9sy,69,17,2024-10-07T15:07:42.797551,18,False,15,13,False,False,False
V8bV8MHc,9,9,2024-10-07T15:07:42.797551,0,False,10,2,False,False,False
BiZCBKg1,206,14,2024-10-07T15:07:42.797551,14,False,11,6,True,True,True
EBDdozBk,135,14,2024-10-07T15:07:42.797551,11,False,17,13,False,False,True
xFh1QQ4Y,159,7,2024-10-07T15:07:42.797551,61,False,13,11,False,True,False
wLwLROPm,105,9,2024-10-07T15:07:42.797551,80,False,20,4,False,True,False
7AQTDFVv,209,12,2024-10-07T15:07:42.797551,81,False,12,4,True,False,False
CQuOcHem,160,16,2024-10-07T15:07:42.797551,12,False,19,14,False,True,True
LKfm7nfm,106,15,2024-10-07T15:07:42.797551,79,False,7,2,False,False,True
rw0IbfTH,223,4,2024-10-07T15:07:42.797551,68,False,5,0,False,False,True
8CsiyqoF,110,18,2024-10-07T15:07:42.797551,86,False,17,4,False,True,False
tEJwXeMY,74,14,2024-10-07T15:07:42.797551,72,False,5,3,False,False,True
ZnuhAEvE,37,4,2024-10-07T15:07:42.797551,95,False,20,11,False,True,False
mDcdYL8T,206,7,2024-10-07T15:07:42.797551,77,False,15,10,True,False,True
mdOksCX9,19,18,2024-10-07T15:07:42.797551,94,False,16,6,False,True,True
XCaNf5ZQ,121,3,2024-10-07T15:07:42.797551,43,False,17,10,True,False,False
4QhmBd2I,130,10,2024-10-07T15:07:42.797551,56,False,8,0,False,True,False
n8GQZRov,99,10,2024-10-07T15:07:42.797551,20,False,20,15,False,False,False
WVMjnhKK,11,20,2024-10-07T15:07:42.797551,3,False,13,10,True,True,False
fDve3WtA,107,9,2024-10-07T15:07:42.797551,100,True,18,18,False,True,False
jdKXWd3s,114,16,2024-10-07T15:07:42.797551,39,False,7,4,True,True,False
CPt0ycM8,153,16,2024-10-07T15:07:42.797551,2,False,8,2,True,False,True
vPMmQHMx,121,20,2024-10-07T15:07:42.797551,53,False,13,5,True,False,True
2wmRm1A5,255,10,2024-10-07T15:07:42.797551,73,False,7,2,False,False,True
9ShVAQ1K,7,14,2024-10-07T15:07:42.797551,25,False,10,2,False,True,False
y5V214kw,222,7,2024-10-07T15:07:42.797551,31,False,12,0,True,False,False
zp23sAn5,138,11,2024-10-07T15:07:42.797551,82,False,14,5,True,False,True
wuFgl2WP,91,10,2024-10-07T15:07:42.797551,20,False,15,10,False,True,True
bNmHsE54,146,11,2024-10-07T15:07:42.798545,39,False,13,10,False,False,True
qCg4D6w5,145,4,2024-10-07T15:07:42.798545,40,False,7,4,False,False,True
JxyXH2Eg,105,5,2024-10-07T15:07:42.798545,96,False,11,6,False,True,True
agiYFyq4,203,19,2024-10-07T15:07:42.798545,92,False,11,0,False,True,False
LDMrV5uN,87,5,2024-10-07T15:07:42.798545,29,False,18,10,False,True,False
PInEhS5C,140,10,2024-10-07T15:07:42.798545,6,False,6,0,True,False,True
BkrrKkhA,244,8,2024-10-07T15:07:42.798545,10,False,15,10,False,True,False
OBaJjlvH,172,13,2024-10-07T15:07:42.798545,26,False,15,10,False,False,True
ymghMkl2,217,20,2024-10-07T15:07:42.798545,45,False,7,6,False,True,False
DdeEJQUg,211,14,2024-10-07T15:07:42.798545,97,False,8,0,False,False,False
Jsz5welZ,250,18,2024-10-07T15:07:42.798545,31,False,17,10,True,False,False
mWaBXF5w,110,3,2024-10-07T15:07:42.798545,53,False,16,8,True,False,True
6msnrQCH,44,19,2024-10-07T15:07:42.798545,79,False,9,5,True,True,False
kgFSsIW0,161,19,2024-10-07T15:07:42.798545,70,False,18,2,False,False,True
78fbNJbZ,291,15,2024-10-07T15:07:42.798545,25,False,11,5,True,False,False
f88k1gkg,261,17,2024-10-07T15:07:42.798545,23,False,6,5,False,False,True
7MmRhEXC,7,6,2024-10-07T15:07:42.798545,61,False,7,5,False,False,False
Y2sNUuun,291,12,2024-10-07T15:07:42.798545,4,False,6,0,False,False,True
C5rpoYzK,236,18,2024-10-07T15:07:42.798545,54,False,14,0,False,False,False
dUZSGlDT,134,8,2024-10-07T15:07:42.798545,70,False,14,2,True,False,False
Lmg2cudI,270,20,2024-10-07T15:07:42.798545,57,False,18,11,True,False,True
n5A6Qi2b,206,10,2024-10-07T15:07:42.798545,25,False,8,6,False,False,False
ACsem7JG,8,7,2024-10-07T15:07:42.798545,28,False,19,4,False,True,False
E2GNTENm,145,13,2024-10-07T15:07:42.798545,22,False,10,4,True,False,True
62gwN1s2,218,15,2024-10-07T15:07:42.798545,3,False,11,10,True,True,True
3rey2vpU,247,12,2024-10-07T15:07:42.798545,12,False,13,1,True,False,True
BOcx4vBL,106,19,2024-10-07T15:07:42.798545,74,False,15,4,True,True,True
lDB0JWlS,21,13,2024-10-07T15:07:42.798545,50,False,7,4,False,True,False
dloEjO6D,51,9,2024-10-07T15:07:42.798545,10,False,15,8,True,False,False
iWRpAR8k,243,14,2024-10-07T15:07:42.798545,4,False,20,15,False,True,True
Z411gtdT,294,8,2024-10-07T15:07:42.798545,64,False,15,8,True,True,True
6CHe7eCe,61,2,2024-10-07T15:07:42.798545,94,False,7,5,True,True,False
IU4F8Dze,261,4,2024-10-07T15:07:42.798545,56,False,9,4,True,False,False
f9M5NWne,249,20,2024-10-07T15:07:42.798545,51,False,20,2,False,True,True
TotEZgnK,117,9,2024-10-07T15:07:42.798545,58,False,18,12,True,True,True
TEcjl3sv,214,14,2024-10-07T15:07:42.798545,31,False,12,6,False,True,False
NHNB5Ebc,259,13,2024-10-07T15:07:42.799545,12,False,6,3,True,True,False
kYNMYSiq,136,7,2024-10-07T15:07:42.799545,30,False,10,0,True,False,True
jIEEMeiM,285,10,2024-10-07T15:07:42.799545,97,False,18,13,False,False,True
ZsRtZ0eD,197,16,2024-10-07T15:07:42.799545,47,False,14,7,True,False,False
gQ3TaF0C,163,19,2024-10-07T15:07:42.799545,65,False,5,2,False,False,False
s84j5brA,94,4,2024-10-07T15:07:42.799545,43,False,18,10,False,False,True
wPGgwhHz,42,6,2024-10-07T15:07:42.799545,76,False,6,4,True,True,False
DeCSMQtu,64,7,2024-10-07T15:07:42.799545,75,False,17,2,True,True,True
QRrDTv4Y,281,8,2024-10-07T15:07:42.799545,72,False,11,6,False,False,True
4MuYPS6m,123,1,2024-10-07T15:07:42.799545,68,False,9,1,False,False,True
n03TcA5c,42,3,2024-10-07T15:07:42.799545,78,False,11,6,True,False,False
NdCCjehc,264,11,2024-10-07T15:07:42.799545,31,False,19,3,False,True,False
kZvmXSwa,61,17,2024-10-07T15:07:42.799545,68,False,18,15,False,False,False
TLTtymFp,289,11,2024-10-07T15:07:42.799545,12,False,18,6,False,False,True
UjFiYSec,51,18,2024-10-07T15:07:42.799545,72,False,19,14,True,True,True
RCZN0Yfo,98,10,2024-10-07T15:07:42.799545,75,False,19,17,False,True,False
dtB55ho3,37,14,2024-10-07T15:07:42.799545,3,False,19,14,True,True,True
XjqrlQeo,44,1,2024-10-07T15:07:42.799545,5,False,10,7,False,True,True
luUtpgGb,76,15,2024-10-07T15:07:42.799545,53,False,10,2,False,True,True
ULlYBopM,159,8,2024-10-07T15:07:42.799545,2,False,10,3,True,False,False
ggUTTlec,139,5,2024-10-07T15:07:42.799545,39,False,10,9,False,False,True
HrGf6uWP,250,17,2024-10-07T15:07:42.799545,43,False,7,4,True,True,True
zfoIHGin,89,10,2024-10-07T15:07:42.799545,75,False,6,5,True,False,True
lzwbIW2l,179,8,2024-10-07T15:07:42.799545,26,False,10,9,False,False,True
nmxhyhOz,93,18,2024-10-07T15:07:42.799545,16,False,16,2,False,False,True
uMGp351N,292,13,2024-10-07T15:07:42.799545,100,True,6,6,True,True,True
L7JZbl0N,79,5,2024-10-07T15:07:42.799545,99,False,11,3,True,True,True
5L1VHNsW,277,3,2024-10-07T15:07:42.799545,82,False,7,4,True,True,False
sPhVK2Tv,16,19,2024-10-07T15:07:42.799545,8,False,15,13,False,False,True
u2Yh9fyj,189,4,2024-10-07T15:07:42.799545,44,False,11,10,True,True,False
CY8sd0bf,102,12,2024-10-07T15:07:42.799545,63,False,14,7,True,True,False
l0A6YQM5,65,11,2024-10-07T15:07:42.799545,31,False,20,15,True,False,False
lXjc91FD,225,14,2024-10-07T15:07:42.799545,15,False,18,3,False,False,True
n4ghofqr,134,13,2024-10-07T15:07:42.799545,70,False,10,5,False,False,False
eLbA9An4,248,20,2024-10-07T15:07:42.799545,17,False,17,11,True,False,False
p9oB7Jky,33,10,2024-10-07T15:07:42.800545,92,False,11,10,False,True,True
HJqyFBNm,185,6,2024-10-07T15:07:42.800545,56,False,18,13,True,False,False
TDtdWYTB,87,11,2024-10-07T15:07:42.800545,18,False,20,12,True,False,False
gABh6VJl,242,7,2024-10-07T15:07:42.800545,44,False,7,4,False,False,True
LHiOL50W,75,18,2024-10-07T15:07:42.800545,80,False,12,8,False,True,True
St6XkHXp,192,6,2024-10-07T15:07:42.800545,33,False,20,16,True,False,True
Vqejp32R,220,7,2024-10-07T15:07:42.800545,47,False,17,8,True,False,False
00KtNvi5,146,20,2024-10-07T15:07:42.800545,60,False,16,10,False,False,False
eFpbMWd0,99,6,2024-10-07T15:07:42.800545,55,False,8,2,False,False,False
6PtUQS3e,110,2,2024-10-07T15:07:42.800545,12,False,11,5,False,True,True
CB9O8FKI,231,16,2024-10-07T15:07:42.800545,43,False,15,2,True,False,True
9OgVw9V9,138,17,2024-10-07T15:07:42.800545,95,False,10,0,True,True,False
826Xb3Oz,144,6,2024-10-07T15:07:42.800545,88,False,15,2,True,True,True
YM3GqqJO,245,20,2024-10-07T15:07:42.800545,87,False,8,1,False,False,True
tpqBzEiL,166,4,2024-10-07T15:07:42.800545,58,False,19,3,True,True,False
mdDOsbFu,61,14,2024-10-07T15:07:42.800545,50,False,20,1,False,False,True
KclRVepr,150,14,2024-10-07T15:07:42.800545,26,False,6,2,False,False,False
yaxZk84b,159,17,2024-10-07T15:07:42.800545,16,False,16,4,False,False,False
nUIeXesG,108,1,2024-10-07T15:07:42.800545,88,False,9,8,True,True,False
v5PJnewC,90,4,2024-10-07T15:07:42.800545,92,False,17,1,True,False,True
VFR3Qr4G,38,3,2024-10-07T15:07:42.800545,37,False,18,16,False,False,False
NgvlVYDL,79,15,2024-10-07T15:07:42.800545,56,False,13,11,True,True,False
LrQKq2ka,184,8,2024-10-07T15:07:42.800545,49,False,16,9,False,False,True
iA52An4I,173,7,2024-10-07T15:07:42.800545,67,False,8,7,False,False,True
2lWpRRbP,124,1,2024-10-07T15:07:42.801515,86,False,9,7,False,False,True
I52OLu71,97,20,2024-10-07T15:07:42.801515,96,False,11,4,False,False,True
1aaZw2uu,156,17,2024-10-07T15:07:42.801515,80,False,7,5,True,True,False
XH9axUsV,135,10,2024-10-07T15:07:42.801515,9,False,5,1,True,False,False
6X4h4ZMZ,6,20,2024-10-07T15:07:42.801515,87,False,19,12,True,False,False
QxzF3B98,18,16,2024-10-07T15:07:42.801515,73,False,20,4,True,False,True
kKLjPdwF,43,2,2024-10-07T15:07:42.801515,44,False,12,9,True,False,True
05LVfGws,2,15,2024-10-07T15:07:42.801515,100,True,15,15,True,False,False
1w825Smj,23,7,2024-10-07T15:07:42.801515,62,False,8,1,True,False,True
ZGraA3SL,91,5,2024-10-07T15:07:42.801515,15,False,13,7,True,True,False
W7T7ZzS1,130,3,2024-10-07T15:07:42.801515,36,False,20,6,True,True,True
vf44cSgy,77,8,2024-10-07T15:07:42.801515,26,False,18,9,True,True,True
zx9LN9Xd,175,13,2024-10-07T15:07:42.801515,16,False,14,7,True,True,True
5dJye2jo,143,4,2024-10-07T15:07:42.801515,89,False,15,3,False,True,False
BvYEZzQs,20,8,2024-10-07T15:07:42.801515,29,False,20,12,True,False,True
807DDpyX,275,15,2024-10-07T15:07:42.801515,39,False,6,5,False,False,True
XSJceP3w,49,18,2024-10-07T15:07:42.801515,66,False,8,3,True,False,False
hGAJUyGP,133,3,2024-10-07T15:07:42.801515,81,False,18,14,True,False,False
cNQI7cpo,73,7,2024-10-07T15:07:42.801515,85,False,12,10,True,True,True
Bf6ek3b1,180,4,2024-10-07T15:07:42.801515,90,False,14,2,False,True,True
RXJfUqn7,210,7,2024-10-07T15:07:42.801515,71,False,17,7,False,True,True
dSwxdJLW,299,15,2024-10-07T15:07:42.801515,60,False,11,8,False,False,True
p6wtZZGP,296,11,2024-10-07T15:07:42.801515,43,False,8,4,True,False,True
vqhq5Q8h,39,2,2024-10-07T15:07:42.801515,81,False,10,1,True,False,True
tNpRavew,299,8,2024-10-07T15:07:42.801515,50,False,10,8,False,True,False
QolCnHSC,132,7,2024-10-07T15:07:42.801515,64,False,15,13,True,True,False
MXziTyZn,55,14,2024-10-07T15:07:42.801515,5,False,16,7,True,False,True
9YZMXQhi,169,2,2024-10-07T15:07:42.801515,81,False,9,5,False,False,False
XDa1q3mC,206,12,2024-10-07T15:07:42.801515,42,False,11,1,False,False,False
wBi2vifH,195,14,2024-10-07T15:07:42.801515,39,False,20,12,True,True,True
jQYhhL6D,68,11,2024-10-07T15:07:42.801515,24,False,16,3,False,True,True
MqvAPLYt,40,15,2024-10-07T15:07:42.801515,64,False,16,8,True,False,True
V2gGtWnN,174,10,2024-10-07T15:07:42.801515,29,False,14,5,True,True,True
J1jjEV2W,280,14,2024-10-07T15:07:42.802548,100,True,7,7,False,True,True
tiKTSReh,125,17,2024-10-07T15:07:42.802548,73,False,8,6,False,False,True
qwcWHkDR,189,3,2024-10-07T15:07:42.802548,81,False,7,2,True,False,True
1msett9d,238,5,2024-10-07T15:07:42.802548,21,False,15,7,True,False,False
c46YCafK,150,6,2024-10-07T15:07:42.802548,22,False,8,5,False,False,True
LjVTXZCY,68,13,2024-10-07T15:07:42.802548,63,False,11,5,False,False,False
4KqhE88r,204,14,2024-10-07T15:07:42.802548,67,False,19,12,True,False,True
EDfUNV36,299,13,2024-10-07T15:07:42.802548,76,False,17,13,False,True,True
JlxAdNWD,148,11,2024-10-07T15:07:42.802548,95,False,10,9,True,False,True
8ZgLSHvr,291,16,2024-10-07T15:07:42.802548,50,False,18,5,True,True,False
PbVMVqWM,111,6,2024-10-07T15:07:42.802548,82,False,10,1,True,True,False
S0Pn5fl9,103,1,2024-10-07T15:07:42.802548,37,False,11,8,True,False,False
rhV5O9Oy,67,7,2024-10-07T15:07:42.802548,43,False,10,8,True,True,True
1SibVMLs,163,6,2024-10-07T15:07:42.802548,63,False,16,7,False,True,True
8f0rrsAy,181,17,2024-10-07T15:07:42.802548,45,False,19,12,True,True,False
DKHrSl7f,159,13,2024-10-07T15:07:42.802548,51,False,13,10,True,True,False
5SjTuzT4,261,15,2024-10-07T15:07:42.802548,12,False,18,17,False,True,False
MWvdua73,98,14,2024-10-07T15:07:42.802548,20,False,19,15,True,False,True
9L3kLLjC,91,14,2024-10-07T15:07:42.802548,27,False,18,11,False,False,False
VIeCdGoS,293,1,2024-10-07T15:07:42.802548,59,False,7,4,False,True,False
z0La1Eca,169,19,2024-10-07T15:07:42.802548,83,False,8,5,False,True,True
xF5Svano,287,4,2024-10-07T15:07:42.802548,89,False,13,10,False,False,True
UKiqE8l2,89,1,2024-10-07T15:07:42.802548,83,False,7,3,True,False,False
guB6Pj5d,213,11,2024-10-07T15:07:42.802548,91,False,18,7,False,True,False
RJEnuQSh,20,7,2024-10-07T15:07:42.802548,65,False,7,2,False,True,True
nKtmoSM3,149,14,2024-10-07T15:07:42.802548,96,False,12,5,True,False,False
X2qMqxL1,298,3,2024-10-07T15:07:42.802548,78,False,9,4,True,True,False
Eqp6kM7h,278,16,2024-10-07T15:07:42.802548,22,False,14,12,False,False,False
BihByVY3,84,1,2024-10-07T15:07:42.802548,63,False,13,8,True,False,True
cVvTtRyb,300,9,2024-10-07T15:07:42.802548,63,False,20,6,False,False,False
40390g0z,243,2,2024-10-07T15:07:42.802548,28,False,18,1,False,True,False
3cask4AQ,66,1,2024-10-07T15:07:42.802548,94,False,14,13,True,True,True
6kWyhy3f,199,8,2024-10-07T15:07:42.802548,92,False,12,11,False,False,False
ajS48bJ4,48,19,2024-10-07T15:07:42.803545,63,False,9,4,True,False,False
DAYgiHYZ,279,19,2024-10-07T15:07:42.803545,6,False,6,2,False,True,False
k4LK24Dy,103,14,2024-10-07T15:07:42.803545,7,False,16,13,True,True,True
Duv4Z7Pj,147,3,2024-10-07T15:07:42.803545,2,False,7,2,False,True,False
6QypVc9X,15,13,2024-10-07T15:07:42.803545,61,False,12,2,True,False,False
3E8f4q40,210,5,2024-10-07T15:07:42.803545,10,False,18,3,True,False,False
tygu1XlO,62,7,2024-10-07T15:07:42.803545,77,False,17,8,True,False,False
09s3freu,165,15,2024-10-07T15:07:42.803545,81,False,19,6,True,True,True
l0LFhoqO,118,13,2024-10-07T15:07:42.803545,38,False,8,3,False,True,True
4fpOy7cl,65,12,2024-10-07T15:07:42.803545,30,False,10,2,True,False,True
AiqLFbDB,182,13,2024-10-07T15:07:42.803545,95,False,18,7,False,True,True
WWszJk7c,269,8,2024-10-07T15:07:42.803545,58,False,19,8,True,True,True
T7W8O70E,75,19,2024-10-07T15:07:42.803545,19,False,9,0,False,False,True
V7hX9JdL,99,16,2024-10-07T15:07:42.803545,65,False,10,1,True,True,True
rvqnrW6M,88,7,2024-10-07T15:07:42.803545,65,False,20,8,True,True,True
5BQq8UVY,289,13,2024-10-07T15:07:42.803545,52,False,16,2,True,True,True
xb9oHasI,60,11,2024-10-07T15:07:42.803545,36,False,11,5,True,True,True
K8t7ET2Z,280,20,2024-10-07T15:07:42.803545,87,False,13,0,True,False,False
fVJv1xeU,134,3,2024-10-07T15:07:42.803545,41,False,17,10,False,False,False
58O8FgLM,262,15,2024-10-07T15:07:42.803545,92,False,11,4,False,False,False
ZX6Ez4Kd,213,18,2024-10-07T15:07:42.803545,5,False,8,2,True,True,True
lrE0jf04,171,4,2024-10-07T15:07:42.803545,21,False,8,3,False,False,False
7WdQ1Auh,182,1,2024-10-07T15:07:42.803545,25,False,15,10,True,False,True
99l5rc52,237,10,2024-10-07T15:07:42.803545,91,False,17,12,False,True,True
o1xJl8Gc,259,14,2024-10-07T15:07:42.803545,52,False,18,14,False,False,False
Ke4TpUoa,36,11,2024-10-07T15:07:42.803545,36,False,20,12,True,True,True
z7hL3HHb,299,4,2024-10-07T15:07:42.803545,50,False,10,5,False,True,True
2NCc5fQQ,19,5,2024-10-07T15:07:42.803545,37,False,15,4,False,False,False
dRYNu3xn,220,9,2024-10-07T15:07:42.803545,14,False,6,1,True,True,True
qdBe4WOW,131,19,2024-10-07T15:07:42.803545,9,False,17,14,True,False,True
CWrhaCcs,32,8,2024-10-07T15:07:42.804514,86,False,12,9,False,False,False
KI7pcahC,53,1,2024-10-07T15:07:42.804514,80,False,14,3,True,True,True
RJb8Sw4F,86,2,2024-10-07T15:07:42.804514,7,False,20,19,True,False,True
XR78VO9N,215,12,2024-10-07T15:07:42.804514,86,False,9,3,True,False,False
pwoK3qEV,232,4,2024-10-07T15:07:42.804514,76,False,14,8,True,True,False
UyNvFFNK,242,16,2024-10-07T15:07:42.804514,59,False,17,5,True,True,False
ez5mYPBV,271,18,2024-10-07T15:07:42.804514,42,False,17,0,True,False,True
dcAOFEhj,85,3,2024-10-07T15:07:42.804514,61,False,5,0,False,False,False
CYqleQSI,25,13,2024-10-07T15:07:42.804514,22,False,16,8,False,False,True
6kD9Je8n,149,1,2024-10-07T15:07:42.804514,51,False,10,4,False,True,False
0XMszyGk,14,9,2024-10-07T15:07:42.804514,51,False,19,13,False,False,False
3WLwPjkg,220,14,2024-10-07T15:07:42.804514,10,False,16,15,True,True,False
W45MHWEJ,203,13,2024-10-07T15:07:42.804514,14,False,15,11,True,True,False
SZPRH06N,293,7,2024-10-07T15:07:42.804514,40,False,11,6,False,False,False
dTWvjuLM,52,2,2024-10-07T15:07:42.804514,69,False,18,14,True,True,True
zoZftAF5,56,8,2024-10-07T15:07:42.804514,50,False,19,18,False,True,False
t1qZOLG4,229,19,2024-10-07T15:07:42.804514,50,False,18,6,True,True,False
if69B315,111,8,2024-10-07T15:07:42.804514,46,False,13,4,True,True,True
bMhXprQY,58,12,2024-10-07T15:07:42.804514,99,False,17,14,True,True,True
ajt3nuC6,209,8,2024-10-07T15:07:42.804514,84,False,9,8,True,True,False
CbXRpQDp,260,11,2024-10-07T15:07:42.804514,12,False,12,1,True,False,True
ZpOfiRTC,158,15,2024-10-07T15:07:42.804514,48,False,7,0,False,False,False
yPHSMJrY,209,2,2024-10-07T15:07:42.804514,79,False,18,8,False,True,False
fqgeYXUj,122,3,2024-10-07T15:07:42.804514,17,False,10,2,True,True,False
lRcbDNbn,46,6,2024-10-07T15:07:42.804514,94,False,10,1,True,False,True
zkfC2gHr,62,6,2024-10-07T15:07:42.804514,69,False,11,0,False,True,True
fkgWxF94,289,10,2024-10-07T15:07:42.804514,62,False,20,19,True,False,False
5EVky1jQ,248,14,2024-10-07T15:07:42.804514,64,False,9,7,True,True,True
sRM10Nmi,298,15,2024-10-07T15:07:42.805514,55,False,14,13,True,True,True
sigU7TgJ,214,12,2024-10-07T15:07:42.805514,63,False,15,0,True,False,False
o4xIdp7X,295,14,2024-10-07T15:07:42.805514,21,False,17,0,False,False,True
R4cSxX72,63,15,2024-10-07T15:07:42.805514,28,False,13,6,False,True,True
YxF7jwuK,253,3,2024-10-07T15:07:42.805514,79,False,20,17,False,False,True
AtuD14gk,169,14,2024-10-07T15:07:42.805514,27,False,19,16,True,False,False
Nj2Hxcrm,233,19,2024-10-07T15:07:42.805514,59,False,5,1,False,False,True
5eIKEBeG,52,15,2024-10-07T15:07:42.805514,73,False,8,5,True,True,True
FG0z0tAS,120,15,2024-10-07T15:07:42.805514,80,False,10,4,True,True,False
Xs6k2Bhv,285,18,2024-10-07T15:07:42.805514,75,False,8,7,True,True,False
5nen6v6I,77,17,2024-10-07T15:07:42.805514,34,False,17,9,False,False,False
9xJ2neH1,256,15,2024-10-07T15:07:42.805514,53,False,19,11,True,False,False
7SffosTx,272,16,2024-10-07T15:07:42.805514,19,False,20,10,True,False,True
FJ4ANSWn,235,9,2024-10-07T15:07:42.805514,91,False,10,4,True,False,True
VHrPWuna,289,8,2024-10-07T15:07:42.805514,10,False,6,2,True,True,False
F9vMtaWh,298,11,2024-10-07T15:07:42.805514,46,False,13,7,False,False,True
R6Smejhs,148,7,2024-10-07T15:07:42.805514,24,False,14,7,False,False,False
C1mFzd6L,190,15,2024-10-07T15:07:42.805514,34,False,14,10,False,False,False
jEZ3QvBV,154,19,2024-10-07T15:07:42.805514,29,False,17,7,True,True,True
ApnwUX0R,256,19,2024-10-07T15:07:42.805514,76,False,10,0,True,False,True
MfHiP4b3,10,6,2024-10-07T15:07:42.805514,61,False,20,3,True,True,True
fLOpy9fV,101,4,2024-10-07T15:07:42.805514,39,False,19,0,True,True,False
uw0P6KKk,265,17,2024-10-07T15:07:42.805514,11,False,12,5,False,True,False
