quizId,userId,courseId,enrollmentId,totalScore,obtainedScore,date
DG3Wylh9,24,11,q40JMvEY,100,76,2024-10-07
4cWFqDJ1,143,1,Wov9wl29,100,38,2024-10-07
i6MtJKuc,226,11,qXcH6yto,100,57,2024-10-07
VpvNDFrC,105,13,r7Sjv9xa,100,92,2024-10-07
D6VlY0nT,38,16,vIKjRlQK,100,62,2024-10-07
qqdCRdM6,93,2,QxKKM5Pk,100,6,2024-10-07
Vo9uSaAu,240,10,4PBsZSOj,100,33,2024-10-07
nMqkKcyR,297,7,pXfhySXU,100,45,2024-10-07
yk3fxtzn,288,13,4oIH2gU4,100,16,2024-10-07
4qQhTCNj,102,19,HBNygFEk,100,81,2024-10-07
QkaRVZSb,56,2,pqSKQ9t6,100,12,2024-10-07
TUSDpsxQ,64,4,4fy7mCCo,100,99,2024-10-07
F6uYFBlE,253,5,iDuAs2xT,100,14,2024-10-07
IZ41mlnL,268,11,XyEJXe0J,100,54,2024-10-07
zQStjJvP,46,15,36ibibAa,100,85,2024-10-07
V6QdVp8I,133,20,f0MMz4Ay,100,24,2024-10-07
p79cpTgd,170,7,5YGAkXLn,100,59,2024-10-07
grhrFyCT,256,17,0iCD1Yrp,100,77,2024-10-07
NC5CoaeH,239,8,UNERnnBF,100,7,2024-10-07
saNfYjtm,226,9,pVnokgIy,100,0,2024-10-07
M5oBswtb,201,4,vP17HhhV,100,83,2024-10-07
JuuLo8YK,97,14,P1fvyE2p,100,44,2024-10-07
6PCIs0i7,299,7,gzUAGQNG,100,81,2024-10-07
oUyfhLzC,217,12,Ss6rHiUw,100,40,2024-10-07
HRxjS2fE,94,12,D57zjkYF,100,5,2024-10-07
1Q2zFYet,173,8,Bo5fdJYv,100,8,2024-10-07
PbJNmDqr,94,8,nzJqZ6ta,100,80,2024-10-07
inILiJJ7,272,6,oEAgRLvE,100,83,2024-10-07
1QCUtOyR,208,8,HkEqIWhX,100,9,2024-10-07
ITlcKJWS,208,7,wnR0s6R0,100,42,2024-10-07
tnWSQYpS,194,5,B3H0DhmM,100,100,2024-10-07
93IGyjM6,186,18,kR2EVq2S,100,28,2024-10-07
rADrOmLq,14,14,DZDAI1jC,100,23,2024-10-07
jdZguKRA,175,11,v0r1JiDI,100,25,2024-10-07
JdY0Z5J2,59,15,a5Nlj2Vb,100,97,2024-10-07
5XwDjl7Q,229,16,5x8yPXKg,100,86,2024-10-07
wOQGZ8Nn,189,2,9MeZHWnJ,100,82,2024-10-07
hEUy9ZrF,218,19,vjbNHjzZ,100,86,2024-10-07
NiIRIrqS,215,5,5RmvHHLD,100,81,2024-10-07
Gr8sgCmR,295,19,kingSyw3,100,35,2024-10-07
lG1VGgPW,137,19,GHPPMZY9,100,62,2024-10-07
ISvKrSGe,179,13,7wYDfrCb,100,21,2024-10-07
gztWNsi5,16,6,lmfEtWD7,100,24,2024-10-07
9EisDKFu,141,20,1gSFfnd2,100,75,2024-10-07
VXTtDaxL,155,3,MnaHSUpV,100,4,2024-10-07
KV0avu6k,9,15,ZPdlWLsU,100,100,2024-10-07
SqyDTFcI,154,12,oQSa1zoV,100,64,2024-10-07
3gO2tlsv,85,10,t0ZAa5Rc,100,79,2024-10-07
qWz5e2BP,60,5,vX84bS9r,100,75,2024-10-07
KqZCUqQ4,220,15,7YoOFbab,100,82,2024-10-07
xGGtdCld,272,3,mhEiUFtu,100,88,2024-10-07
43SxVRn6,169,9,TdQhaXGv,100,62,2024-10-07
9IMGv5Dm,70,6,7TLnTlpB,100,86,2024-10-07
sZvinQfZ,1,1,TgkjAFTx,100,7,2024-10-07
ZItvSS3t,92,4,UXvmKglW,100,26,2024-10-07
t8fEQ95r,82,19,WqfKeg6l,100,56,2024-10-07
DzhnpMPZ,186,5,EqxL386x,100,33,2024-10-07
KBa0Sog0,13,11,oVoID0Ze,100,89,2024-10-07
Xd6JYtnM,118,12,ChU1uIyT,100,44,2024-10-07
750K1da7,295,13,cVKjKnhO,100,51,2024-10-07
ZYFPbXqN,29,12,Y8X1u6QN,100,22,2024-10-07
DOF738TC,138,9,OzA5JeDd,100,49,2024-10-07
MumEjhfo,289,3,RBTrbyPg,100,16,2024-10-07
En9WAAb9,255,4,LKykkJsd,100,56,2024-10-07
iDdKlzCW,197,10,kOdbWtuK,100,14,2024-10-07
Vh5LbW67,122,7,JjPyeffu,100,91,2024-10-07
StMtW5F2,151,14,BmsiIWdZ,100,51,2024-10-07
a608TrEi,8,4,OG2GWYSX,100,63,2024-10-07
KRJHtlY7,66,6,nvt31fts,100,86,2024-10-07
uPthNhlz,137,9,eEt5NlQC,100,10,2024-10-07
SUBgdbsy,300,13,GwlvkO3V,100,39,2024-10-07
rnKvDsbN,238,20,TlBLlfYW,100,80,2024-10-07
xAC9oxng,122,4,2a80cHy8,100,66,2024-10-07
tgZ27jNR,225,15,kfbwsbG2,100,53,2024-10-07
v60Njw2Y,42,13,67p0hbhq,100,15,2024-10-07
GWDpd3Uf,127,14,tz1o47Ao,100,32,2024-10-07
jeDU1QnO,121,5,yEeZYQqb,100,61,2024-10-07
877VpLBo,157,5,KZNvLZIc,100,69,2024-10-07
2nv5gD6a,42,18,fn1uy6W2,100,43,2024-10-07
4zfv4QXF,296,7,6ynEBr77,100,70,2024-10-07
gfrnopdy,131,10,wlWf2LlS,100,91,2024-10-07
PVe55GK6,182,18,bSzgftdT,100,90,2024-10-07
2cRVPkaV,208,13,QGHAX9u6,100,31,2024-10-07
0gzWQ3e1,32,20,UEW1mzGy,100,92,2024-10-07
tHmoEPSz,266,13,jdPiiBOB,100,68,2024-10-07
f0k6FT97,72,17,HFW6DoNg,100,59,2024-10-07
N1qj4Ip6,281,18,jh4kHl4l,100,44,2024-10-07
EUyvCL0r,84,20,Z67KRXOx,100,45,2024-10-07
IyQJpfRo,54,7,USDraLas,100,100,2024-10-07
SYZtC1gQ,52,19,QAkzlODl,100,12,2024-10-07
Is4gZ4Id,280,4,VHD35FjG,100,94,2024-10-07
uR3shYAc,165,8,Sb3m7pHS,100,60,2024-10-07
nTMh8HSd,142,4,EVPgz9qm,100,0,2024-10-07
RU1nMqbT,86,6,JMATYU42,100,66,2024-10-07
S8x8QSvP,216,3,cz6N7TgO,100,40,2024-10-07
fNEeTiei,209,3,VKVO7G1N,100,65,2024-10-07
rE6GlFBh,185,3,iSSNVn5S,100,23,2024-10-07
th7AW9O4,79,9,17cRytOw,100,55,2024-10-07
Og09TyZj,17,3,5yFyWGPZ,100,79,2024-10-07
BaeN0a7X,136,6,7Fnrlw4j,100,59,2024-10-07
5K9mvDpd,8,9,AGDBWiYp,100,3,2024-10-07
2wdKRbb3,30,13,g4xN81cv,100,28,2024-10-07
Ri3zjLwT,49,13,F6mSlkur,100,17,2024-10-07
auZjo8Mc,200,11,YXjK9KBM,100,16,2024-10-07
PGZjS0qK,105,16,0wkSgtPr,100,56,2024-10-07
D9N1VZpL,70,4,8OcaWv7f,100,81,2024-10-07
RkliYRlA,258,2,BqGGUe1i,100,80,2024-10-07
YGU6HBj6,107,10,PIRFFmYn,100,99,2024-10-07
gZwNrmg8,251,10,jTUAxEqF,100,72,2024-10-07
NtA2qcX9,182,7,XoCx81sc,100,32,2024-10-07
z63d0cfd,25,5,H5yixb0y,100,45,2024-10-07
GfLnF9eg,67,4,p72oLTDh,100,53,2024-10-07
861cvpO3,12,5,6YMPjX8X,100,85,2024-10-07
cMaXZ7Nx,16,11,2MzuxR0v,100,59,2024-10-07
6kxNfUDC,79,4,e29b7zGl,100,38,2024-10-07
aqJL2bbT,237,17,INAVytg7,100,60,2024-10-07
p2Jwphzd,61,11,2XFSDOiH,100,66,2024-10-07
viqpNRBr,180,7,hEQlyWZt,100,82,2024-10-07
OELd8Olj,282,9,VOJaCIdX,100,62,2024-10-07
eoC6LbJV,24,12,i68YkVdG,100,42,2024-10-07
hYbZe21W,220,17,fs8dHCCV,100,77,2024-10-07
c4CwLBze,152,1,vQcJoJdO,100,31,2024-10-07
kFIWNQ3N,282,14,BKAyUY2O,100,30,2024-10-07
sUqjfcJu,229,1,Bglik2AZ,100,49,2024-10-07
jtHmlkCm,11,15,gxHbQ3m3,100,0,2024-10-07
TL6HP3iR,112,19,ALrbkRWh,100,46,2024-10-07
R4VgXx7h,279,4,zw5J1VA7,100,71,2024-10-07
14AuUCuD,54,9,VJNqW6cB,100,58,2024-10-07
bh3Xy7AG,78,18,GXVFaQXI,100,54,2024-10-07
r1Qq13cz,148,19,UlLKSda0,100,66,2024-10-07
4XFPT5Rd,177,15,Lx9Np9lq,100,28,2024-10-07
jM7yM9zH,65,6,9pgOVuZh,100,95,2024-10-07
COuaicgU,111,16,spOqJqEE,100,55,2024-10-07
N1RNhpY2,227,14,K2z1LXNX,100,85,2024-10-07
WtN5XOQi,156,7,g4xEDBQV,100,97,2024-10-07
ugbaY7Re,50,19,QayoLp1d,100,30,2024-10-07
t4sreSXQ,62,10,e2ZI0v65,100,100,2024-10-07
GHcMBqgU,115,18,Z3PLQa7J,100,25,2024-10-07
2RQjx8ZJ,50,4,WuAVYPPX,100,77,2024-10-07
YAqsmCnW,17,2,hiNazsQe,100,4,2024-10-07
Hf6h0CBR,4,7,R0ffg8kw,100,16,2024-10-07
mI5Yo44S,294,17,8oLd64eE,100,40,2024-10-07
fHPAiJ03,264,16,8wOnhbGO,100,36,2024-10-07
q6xf1qXP,190,16,ilwcZdm5,100,92,2024-10-07
kTe309FG,198,4,30KshN0s,100,76,2024-10-07
fkMXYrAD,80,3,knq0ckdB,100,89,2024-10-07
ROQ1MWRM,69,15,lOFUmr7A,100,65,2024-10-07
ZEBhU5zZ,240,9,6n4ayJhw,100,10,2024-10-07
xWgzUI6H,285,13,qyXkmlEA,100,46,2024-10-07
e18J76Nn,71,11,QoIqYLOV,100,0,2024-10-07
Py0c4q0A,142,19,3CURPmEE,100,77,2024-10-07
sQke9IJz,279,15,gJHk5OWR,100,12,2024-10-07
ItS4Ulox,229,10,BnBbcjqs,100,31,2024-10-07
59s0nz87,219,6,1hXpJKDr,100,20,2024-10-07
MCRBDpwB,37,11,HwUFShiS,100,22,2024-10-07
5Fu1RgGF,180,17,xldv0tnz,100,66,2024-10-07
gWrVTgli,270,16,LKAj94CE,100,86,2024-10-07
9hZQm1m1,13,19,TMk7lffU,100,12,2024-10-07
F3n9ArJc,168,15,yxPDCKHN,100,80,2024-10-07
XdqHNoUr,98,13,LayK4OzI,100,72,2024-10-07
FFxjK6eF,147,17,zqSagIjS,100,15,2024-10-07
xPgcFFQJ,7,5,C3pNkuxv,100,92,2024-10-07
knCqewMN,77,20,RbYFtVq9,100,69,2024-10-07
fKcjNmiX,110,19,fNOVtHnf,100,34,2024-10-07
9UFsNu84,93,14,t3iQxIWC,100,48,2024-10-07
ow99daX2,170,12,1xpBZyb4,100,4,2024-10-07
tvZsDeq6,51,5,FeCE38im,100,94,2024-10-07
qBj2Q9KK,96,7,JJ8oZGJI,100,28,2024-10-07
XpX3dnHD,153,17,0erx5wZi,100,87,2024-10-07
J2SX0Xxr,148,8,c5nXlrhQ,100,72,2024-10-07
6iKRLdNv,135,15,mbyOtGH2,100,0,2024-10-07
Igs34HYi,17,5,TalpgsXv,100,52,2024-10-07
5IyYxZlX,290,20,lw5QFUY7,100,74,2024-10-07
hTh1NRnP,296,17,hQcsm6Oe,100,80,2024-10-07
DFxNHgOz,62,9,A97JIoI2,100,71,2024-10-07
V5ERvYCd,288,3,q2ZGglSr,100,20,2024-10-07
rFI4sROt,279,16,zFvYXSuX,100,19,2024-10-07
g6tADlNA,278,14,Wj8XwsqG,100,16,2024-10-07
CUmMcuNA,285,1,0u3s6rOV,100,29,2024-10-07
2kfDc4VG,280,18,PPx7BvQU,100,79,2024-10-07
dpl5Q3PF,52,7,wAX2k5fo,100,64,2024-10-07
0IvsMvK9,214,1,FDXseCBg,100,59,2024-10-07
5SCXtqTB,140,13,EvAc6lwO,100,63,2024-10-07
ohM3OInf,70,13,1kPZ6Lec,100,32,2024-10-07
lvYrJ4UN,179,5,9iTL7AcU,100,0,2024-10-07
nKRqgEa0,282,1,M3sbIFme,100,10,2024-10-07
HwCcM1l4,25,17,Szq0PfkO,100,87,2024-10-07
VpqBM2uK,53,3,Mfhuu667,100,78,2024-10-07
pQFVnjHq,249,13,rUFlKMl1,100,89,2024-10-07
zxZ0I1wz,227,19,UgKhIF4h,100,62,2024-10-07
D6xLVAaS,255,20,oPWG6otw,100,13,2024-10-07
w6HArx1R,75,17,N7VrJVNB,100,90,2024-10-07
cG8KDsCe,59,16,ok7efDxq,100,45,2024-10-07
imYoGgAk,50,17,nWCk37Iz,100,23,2024-10-07
wKy9x0Tk,250,16,3f2v8JYI,100,0,2024-10-07
2LMzrM2Y,91,9,y6GWO4qE,100,23,2024-10-07
6xVXhd3n,101,16,WU4sV5f6,100,27,2024-10-07
igwKAU9W,245,17,hqwl2Kmt,100,85,2024-10-07
6ZcGd8XL,74,10,3gD8oRWa,100,31,2024-10-07
BjDZCX62,35,14,nkMgqH8X,100,17,2024-10-07
ZUggJNpS,151,8,bqtSdhlm,100,48,2024-10-07
Kaoav6mo,283,16,Ai00zoHc,100,22,2024-10-07
nmrmhyZ0,61,3,5eiDLFQX,100,62,2024-10-07
yb0WE9U6,34,8,J30RQuFc,100,25,2024-10-07
DcQiCPhC,165,5,6z6fpanU,100,93,2024-10-07
d9tRXJVS,274,6,CxTpyYro,100,51,2024-10-07
r5ZuZx5O,16,3,QLkbcwMm,100,32,2024-10-07
LFJRiWBv,47,6,1Dn3JI7f,100,91,2024-10-07
G9hQmr0f,249,9,wPaAgeSJ,100,100,2024-10-07
6k7OhTIu,200,10,UIX70qln,100,39,2024-10-07
canfEpiE,122,8,R0xoHQd3,100,32,2024-10-07
wVZJlihk,213,19,lnD436hC,100,92,2024-10-07
tobQB1UR,115,3,AW54XNG7,100,52,2024-10-07
SOuFciSY,93,20,eH1IBasV,100,24,2024-10-07
BZwS47UA,81,10,IqmPJhkc,100,30,2024-10-07
fDMkdvW9,127,3,WF6iiUS8,100,32,2024-10-07
1woNSxqg,125,5,Ca4xhWDJ,100,0,2024-10-07
Mq3Sg6DX,269,17,LdnjLRYv,100,57,2024-10-07
HX1F3EmB,272,14,MSgkU4Qx,100,18,2024-10-07
PKbhljcg,15,12,besxcarh,100,57,2024-10-07
3DTNZ16j,18,3,iMIYfaNi,100,36,2024-10-07
XH3HoNHr,183,18,10eR4CQp,100,43,2024-10-07
7ecjVEDl,86,15,2MNm55ed,100,10,2024-10-07
KDS1F7Yl,80,5,S1UBThM9,100,89,2024-10-07
OPO8jpym,139,15,Hdj9TakA,100,69,2024-10-07
2z31I1Wo,18,4,VFmUsd1P,100,98,2024-10-07
2zyPJBsv,229,15,gFW3igmY,100,12,2024-10-07
MmJwyfTR,75,12,at3ei6Kh,100,26,2024-10-07
zd67M05k,226,15,4vhDpxL2,100,88,2024-10-07
HrcUS8Wo,28,2,esLiRWRm,100,14,2024-10-07
YkQ1NHRj,80,6,i98v86Eg,100,25,2024-10-07
Fk8uO6cj,265,19,sRSRyadT,100,52,2024-10-07
rVAUxOVT,120,19,21bwo7yI,100,43,2024-10-07
ejbnH3go,144,12,YE91BbzN,100,92,2024-10-07
p966Yj06,281,1,UKPR1rky,100,89,2024-10-07
FszUSjzx,37,6,O2lS562F,100,31,2024-10-07
LdYPjEek,115,15,FPaV1Vmm,100,41,2024-10-07
ubtRNTET,34,7,MC0pS3v3,100,79,2024-10-07
39qEslDY,71,7,GkmlB7Zo,100,30,2024-10-07
nMux0f7b,259,10,Bn6xXlBn,100,100,2024-10-07
GpdbEDRP,136,11,5HDzpsGH,100,9,2024-10-07
D4daXLzx,202,13,X1hWh6xP,100,50,2024-10-07
7F11WhMf,36,1,O5TQcyzu,100,64,2024-10-07
mreT91DB,2,10,N9NHvX4t,100,99,2024-10-07
RMrKdHvQ,288,17,nxEo1nq2,100,69,2024-10-07
zI5dkq0e,259,1,Xl6THG61,100,23,2024-10-07
qMco2Qyo,72,5,WsyurNSI,100,54,2024-10-07
5lfGjIl7,16,9,UkNch27g,100,95,2024-10-07
iuW5BJ4g,251,13,E3T6GgxC,100,31,2024-10-07
YX7QtNLD,15,18,sVlTE1Lu,100,50,2024-10-07
vg4DapSO,206,14,BiZCBKg1,100,19,2024-10-07
P838dFsk,209,12,7AQTDFVv,100,80,2024-10-07
Q8ic7VLp,206,7,mDcdYL8T,100,72,2024-10-07
hHPtnCpw,121,3,XCaNf5ZQ,100,39,2024-10-07
Qf6QjiWS,11,20,WVMjnhKK,100,8,2024-10-07
HVJSU375,114,16,jdKXWd3s,100,36,2024-10-07
k68lacYQ,153,16,CPt0ycM8,100,3,2024-10-07
kqLP6uXD,121,20,vPMmQHMx,100,57,2024-10-07
KZc0rE0E,222,7,y5V214kw,100,31,2024-10-07
jzsqoEqJ,138,11,zp23sAn5,100,80,2024-10-07
xX4OCnLP,140,10,PInEhS5C,100,10,2024-10-07
mhenmoja,250,18,Jsz5welZ,100,33,2024-10-07
SjmTM7M8,110,3,mWaBXF5w,100,55,2024-10-07
9QdKbusj,44,19,6msnrQCH,100,77,2024-10-07
aW85tsxF,291,15,78fbNJbZ,100,27,2024-10-07
KIL6ZBoU,134,8,dUZSGlDT,100,71,2024-10-07
Xl3OcgrR,270,20,Lmg2cudI,100,62,2024-10-07
U8pOJ8Dc,145,13,E2GNTENm,100,25,2024-10-07
JZfQYJdd,218,15,62gwN1s2,100,0,2024-10-07
eku9NSzh,247,12,3rey2vpU,100,15,2024-10-07
GE2MZ4dv,106,19,BOcx4vBL,100,77,2024-10-07
EfdFXelJ,51,9,dloEjO6D,100,15,2024-10-07
WJwkvSUn,294,8,Z411gtdT,100,66,2024-10-07
m9uZ291z,61,2,6CHe7eCe,100,99,2024-10-07
Rq0XWxJf,261,4,IU4F8Dze,100,51,2024-10-07
jzsJ9FxS,117,9,TotEZgnK,100,58,2024-10-07
4G9tYjgp,259,13,NHNB5Ebc,100,12,2024-10-07
QWWAszjm,136,7,kYNMYSiq,100,28,2024-10-07
NY2LWRXM,197,16,ZsRtZ0eD,100,49,2024-10-07
pFebEWpd,42,6,wPGgwhHz,100,73,2024-10-07
nV6HFDNr,64,7,DeCSMQtu,100,80,2024-10-07
Yy043fvz,42,3,n03TcA5c,100,73,2024-10-07
xmL0gv95,51,18,UjFiYSec,100,77,2024-10-07
rvhZDI9m,37,14,dtB55ho3,100,1,2024-10-07
Xu66aHzy,159,8,ULlYBopM,100,0,2024-10-07
HyI2dBNu,250,17,HrGf6uWP,100,41,2024-10-07
c0V73a9H,89,10,zfoIHGin,100,75,2024-10-07
us2BrMnI,292,13,uMGp351N,100,100,2024-10-07
io1uy1Pf,79,5,L7JZbl0N,100,100,2024-10-07
toVRy8Bo,277,3,5L1VHNsW,100,78,2024-10-07
faOgJZ6u,189,4,u2Yh9fyj,100,40,2024-10-07
QDpEh6P0,102,12,CY8sd0bf,100,64,2024-10-07
Nv1RKhiL,65,11,l0A6YQM5,100,30,2024-10-07
KyfSCcI6,248,20,eLbA9An4,100,15,2024-10-07
OwZiEs9r,185,6,HJqyFBNm,100,54,2024-10-07
gNUJdGDe,87,11,TDtdWYTB,100,20,2024-10-07
MZxVhkeq,192,6,St6XkHXp,100,29,2024-10-07
rxGfzYaR,220,7,Vqejp32R,100,48,2024-10-07
exaMRC6T,231,16,CB9O8FKI,100,48,2024-10-07
D2sF3tZf,138,17,9OgVw9V9,100,91,2024-10-07
nCr17I7r,144,6,826Xb3Oz,100,91,2024-10-07
IAsfwpFw,166,4,tpqBzEiL,100,54,2024-10-07
wZZEDpKs,108,1,nUIeXesG,100,91,2024-10-07
xDTKkMAT,90,4,v5PJnewC,100,92,2024-10-07
xNhjveLb,79,15,NgvlVYDL,100,54,2024-10-07
eyzw3dnF,156,17,1aaZw2uu,100,75,2024-10-07
4K8bUg3a,135,10,XH9axUsV,100,5,2024-10-07
REcI08VR,6,20,6X4h4ZMZ,100,86,2024-10-07
Fppm6ULr,18,16,QxzF3B98,100,68,2024-10-07
JYhJ0Q2y,43,2,kKLjPdwF,100,48,2024-10-07
whV9aTaP,2,15,05LVfGws,100,96,2024-10-07
FzEzHiGA,23,7,1w825Smj,100,64,2024-10-07
US96faqY,91,5,ZGraA3SL,100,14,2024-10-07
iMd8dQFJ,130,3,W7T7ZzS1,100,33,2024-10-07
eVHjASdH,77,8,vf44cSgy,100,26,2024-10-07
POfQI36y,175,13,zx9LN9Xd,100,21,2024-10-07
drXy7jvz,20,8,BvYEZzQs,100,34,2024-10-07
APCD70Ec,49,18,XSJceP3w,100,66,2024-10-07
UeOCWDeq,133,3,hGAJUyGP,100,78,2024-10-07
1D8dw19L,73,7,cNQI7cpo,100,85,2024-10-07
ZqJAjakQ,296,11,p6wtZZGP,100,41,2024-10-07
XWv0OvN6,39,2,vqhq5Q8h,100,85,2024-10-07
IedZsfnE,132,7,QolCnHSC,100,60,2024-10-07
JU1FFYyX,55,14,MXziTyZn,100,4,2024-10-07
foalbeQU,195,14,wBi2vifH,100,34,2024-10-07
Q2l1I5lF,40,15,MqvAPLYt,100,65,2024-10-07
Z1DZixZU,174,10,V2gGtWnN,100,33,2024-10-07
2aKSBZUP,189,3,qwcWHkDR,100,77,2024-10-07
8OtrbI2Y,238,5,1msett9d,100,18,2024-10-07
KB5KF0Ay,204,14,4KqhE88r,100,72,2024-10-07
ldmrybND,148,11,JlxAdNWD,100,91,2024-10-07
EJUBVDSu,291,16,8ZgLSHvr,100,51,2024-10-07
GlV5QYQ9,111,6,PbVMVqWM,100,85,2024-10-07
XkKVexE1,103,1,S0Pn5fl9,100,39,2024-10-07
Mne0usEB,67,7,rhV5O9Oy,100,46,2024-10-07
aQzcVSog,181,17,8f0rrsAy,100,45,2024-10-07
heI7Njs3,159,13,DKHrSl7f,100,56,2024-10-07
ygS6tuee,98,14,MWvdua73,100,20,2024-10-07
KphepDyk,89,1,UKiqE8l2,100,80,2024-10-07
QX9PO8EO,149,14,nKtmoSM3,100,98,2024-10-07
hAFMP3Xb,298,3,X2qMqxL1,100,80,2024-10-07
oVzkAvVt,84,1,BihByVY3,100,65,2024-10-07
K2pHTG45,66,1,3cask4AQ,100,90,2024-10-07
Z8UFdBvS,48,19,ajS48bJ4,100,64,2024-10-07
nKVJCzHq,103,14,k4LK24Dy,100,11,2024-10-07
9A8B53Q2,15,13,6QypVc9X,100,58,2024-10-07
mrgcqLnH,210,5,3E8f4q40,100,13,2024-10-07
zYLJV2ay,62,7,tygu1XlO,100,81,2024-10-07
s1TCtliX,165,15,09s3freu,100,85,2024-10-07
AUrFG5zd,65,12,4fpOy7cl,100,28,2024-10-07
VR04bXtA,269,8,WWszJk7c,100,61,2024-10-07
2EYHgBeu,99,16,V7hX9JdL,100,61,2024-10-07
3kM7qI1p,88,7,rvqnrW6M,100,66,2024-10-07
IQWOgGtI,289,13,5BQq8UVY,100,51,2024-10-07
nEZTUaIx,60,11,xb9oHasI,100,31,2024-10-07
t1Wghwm9,280,20,K8t7ET2Z,100,90,2024-10-07
ltdUmN6t,213,18,ZX6Ez4Kd,100,1,2024-10-07
A65TtYYu,182,1,7WdQ1Auh,100,28,2024-10-07
zYfYLcg6,36,11,Ke4TpUoa,100,37,2024-10-07
7MON64IL,220,9,dRYNu3xn,100,14,2024-10-07
vFZ20uq5,131,19,qdBe4WOW,100,8,2024-10-07
zf5HYePK,53,1,KI7pcahC,100,83,2024-10-07
zjwoklt1,86,2,RJb8Sw4F,100,11,2024-10-07
9utsAFEu,215,12,XR78VO9N,100,82,2024-10-07
sGlpzR0A,232,4,pwoK3qEV,100,80,2024-10-07
sIpFMZsm,242,16,UyNvFFNK,100,54,2024-10-07
M5PHYP1Y,271,18,ez5mYPBV,100,42,2024-10-07
4b2VlGME,220,14,3WLwPjkg,100,7,2024-10-07
jxAlKEO1,203,13,W45MHWEJ,100,16,2024-10-07
c5LVgdm6,52,2,dTWvjuLM,100,73,2024-10-07
JaUwU9RJ,229,19,t1qZOLG4,100,50,2024-10-07
sIECSU7L,111,8,if69B315,100,47,2024-10-07
B7nt39aj,58,12,bMhXprQY,100,95,2024-10-07
os95hrLU,209,8,ajt3nuC6,100,80,2024-10-07
oKR7GggW,260,11,CbXRpQDp,100,17,2024-10-07
wyDbqFUJ,122,3,fqgeYXUj,100,15,2024-10-07
xvTu1XiM,46,6,lRcbDNbn,100,91,2024-10-07
1d5reupP,289,10,fkgWxF94,100,61,2024-10-07
jpHK3kQb,248,14,5EVky1jQ,100,61,2024-10-07
q6RM2a1p,298,15,sRM10Nmi,100,55,2024-10-07
dowNnak2,214,12,sigU7TgJ,100,65,2024-10-07
f9Ewh7b6,169,14,AtuD14gk,100,25,2024-10-07
NEL7gIaK,52,15,5eIKEBeG,100,73,2024-10-07
2WyU1XnI,120,15,FG0z0tAS,100,80,2024-10-07
INGsdjc7,285,18,Xs6k2Bhv,100,70,2024-10-07
aeaAtTVQ,256,15,9xJ2neH1,100,53,2024-10-07
bjw3zlPu,272,16,7SffosTx,100,20,2024-10-07
9XDbXfLx,235,9,FJ4ANSWn,100,94,2024-10-07
navisQCj,289,8,VHrPWuna,100,8,2024-10-07
0PYmQmMz,154,19,jEZ3QvBV,100,27,2024-10-07
ZKlISOv2,256,19,ApnwUX0R,100,72,2024-10-07
7WsV0Qnn,10,6,MfHiP4b3,100,66,2024-10-07
8LyBN6nA,101,4,fLOpy9fV,100,38,2024-10-07
7H2Q0o2x,261,8,NeGelVRc,100,79,2024-10-07
VmSGQWpP,284,15,Yp9F2KZL,100,54,2024-10-07
Ei9iMK5A,280,6,sinvt9NW,100,83,2024-10-07
qhOm0cNJ,49,15,RNIWiNTd,100,92,2024-10-07
K7Jqidaq,16,1,1A6FrDyA,100,69,2024-10-07
o4cBSd5U,11,3,HJrT230J,100,45,2024-10-07
cGRJlebm,273,11,eXl5k7V7,100,36,2024-10-07
RzWZTDXH,213,10,SANPFCzN,100,22,2024-10-07
MBxJmJz0,206,3,mEHib0p7,100,43,2024-10-07
bUUMNLQw,11,12,Vdc2oKI0,100,22,2024-10-07
3tpQMeGi,297,3,6dHIJFny,100,0,2024-10-07
5Muv6503,187,6,kL0JstYh,100,27,2024-10-07
AHOQPSaq,180,16,eanbJTdc,100,81,2024-10-07
2XJBLEbB,49,16,tsl21F7s,100,0,2024-10-07
TORprwsO,221,8,W1bPxXpn,100,74,2024-10-07
AFvuOXXw,164,6,avVkctbY,100,91,2024-10-07
0d6OirTL,78,17,DwUbxmHa,100,20,2024-10-07
SrMWIhsz,100,6,gNNCZ9yp,100,86,2024-10-07
cpEBRQmX,294,3,9A11xWtc,100,76,2024-10-07
U7LGUwN5,232,6,bNgEi87f,100,6,2024-10-07
hlxAdO83,171,8,a6f78EmH,100,34,2024-10-07
QcoSHM2i,134,5,n01m6qY0,100,50,2024-10-07
csp8KmrF,188,12,V7vHSZRc,100,82,2024-10-07
qiCFGjID,66,11,iuFCgc0S,100,37,2024-10-07
0xnBP7NH,50,18,16WgRQAq,100,24,2024-10-07
Nwxm5cwZ,97,4,64G2EBkG,100,86,2024-10-07
5yBEJTFi,256,20,8NrE54zC,100,78,2024-10-07
nH75dcSu,298,10,TmhZt6N6,100,59,2024-10-07
tnnrbIoC,276,4,xI9J7S2F,100,16,2024-10-07
nh0h2Gyu,273,3,inpPo0S2,100,27,2024-10-07
wZN8SzQI,279,9,A9smtgQX,100,59,2024-10-07
ELtbIA4I,162,8,uNTSRvoo,100,92,2024-10-07
w4h2YHb9,138,1,RC6nF9zS,100,72,2024-10-07
FfoMOLyc,269,6,2a2vz8zu,100,21,2024-10-07
a8ppmihg,138,2,vNPfnbEl,100,91,2024-10-07
3FkRwmLF,236,4,T4g4OJAr,100,15,2024-10-07
