feedbackId,courseId,userId,enrollmentId,overallSatisfaction,contentQuality,instructorEffectiveness,comments,createdAt
ZFc2wvh0,14,147,FLanaPDb,1,5,2,Could be better.,2024-10-07
SxKzxOAX,20,291,QT47vjr7,3,4,4,Could be better.,2024-10-07
nbQo9q7w,9,86,An4MPebT,1,3,2,Very informative.,2024-10-07
gFYxeSDs,4,40,T9MXinjH,1,1,2,Could be better.,2024-10-07
Qgp6j5T9,16,103,bAbgHj6O,5,3,5,Could be better.,2024-10-07
hlaiG6io,7,183,X8IeEfr4,4,5,1,Very informative.,2024-10-07
fhD19NqT,19,228,0xaVIxPZ,4,3,3,Very informative.,2024-10-07
syojGPq5,4,25,EaSvt5UT,2,3,2,Great course!,2024-10-07
OLsAo6KW,20,22,pjeb5Mza,2,5,2,Very informative.,2024-10-07
VjlLn3b9,6,128,Sb79GbU4,4,3,3,Great course!,2024-10-07
EBWeKbco,20,137,rZwlcp40,3,2,4,Great course!,2024-10-07
gV1PxgBp,14,157,b0t2khTt,1,1,1,Great course!,2024-10-07
ZqUwsJP1,10,94,S0H7Y0Oz,2,2,1,Very informative.,2024-10-07
6MWfsdMD,2,137,KfzPPGFc,5,2,4,Very informative.,2024-10-07
xfDqgLtb,13,257,08ediptl,5,1,4,Very informative.,2024-10-07
hvsCqC75,19,211,SajWe44p,2,5,1,Could be better.,2024-10-07
v1SLhsid,5,100,2aAxQTcX,3,1,4,Great course!,2024-10-07
zciMz0WJ,4,281,5xjC7VjQ,5,5,1,Great course!,2024-10-07
FkCCrD0O,12,180,f9AWWmsN,5,3,2,Very informative.,2024-10-07
hARHQBTg,1,135,Bc0cPig0,1,5,3,Great course!,2024-10-07
J5IZ2dcF,10,292,nmizCeuP,1,3,2,Very informative.,2024-10-07
6oTovkep,17,41,x0721TLW,5,3,5,Very informative.,2024-10-07
cZYwL2Ra,7,39,mRNWv1mR,1,5,1,Very informative.,2024-10-07
9uT7yox1,7,37,zF4nNZH5,2,4,1,Great course!,2024-10-07
X2syxO0D,3,131,MAE7ynVg,1,5,3,Great course!,2024-10-07
As7nlZbZ,6,226,1dqxHrie,1,4,2,Great course!,2024-10-07
iE9RNRLJ,7,237,PqN1Da3l,2,1,1,Great course!,2024-10-07
yrxjN1T2,16,13,PHDSBGDv,5,5,5,Could be better.,2024-10-07
co8GgEer,15,253,Y44NiyGS,4,4,1,Very informative.,2024-10-07
0bPBLvWl,18,137,SrMLQ6YX,3,3,1,Great course!,2024-10-07
pfTvKPog,16,60,HGEFTuLU,2,1,5,Great course!,2024-10-07
SBuGtE8K,13,229,xMIA9ac4,1,2,5,Great course!,2024-10-07
8pGKL9QW,14,266,ujIJv0BB,4,4,2,Great course!,2024-10-07
ENYrwAz0,5,249,nBKgnHRB,2,1,4,Great course!,2024-10-07
hKXVHAuf,16,50,CC20W6xG,1,2,4,Great course!,2024-10-07
ZnyfuHLd,2,289,GW33BKuz,4,5,4,Could be better.,2024-10-07
nMFp15HM,12,89,wTraJLVf,2,2,2,Could be better.,2024-10-07
KctwUIyI,8,135,BTLm6EWX,3,3,3,Great course!,2024-10-07
XilHiUvE,5,168,znyjotvd,1,2,3,Great course!,2024-10-07
nOvn1LtN,1,257,aLb4UkBA,4,1,1,Great course!,2024-10-07
tbfyBTqD,18,67,03pZmYk4,2,2,5,Could be better.,2024-10-07
wXvtPwln,6,59,lUCHt9FE,5,1,2,Very informative.,2024-10-07
6uoiAKDE,9,28,rWaECcsA,5,3,4,Great course!,2024-10-07
YWWT48Oy,9,114,LFYy2Brf,3,1,2,Could be better.,2024-10-07
TLIWEmGT,20,176,3H35egdm,3,1,4,Great course!,2024-10-07
unIhqvj9,1,137,OlrSg0en,3,5,3,Could be better.,2024-10-07
IO3ZXKe5,10,47,ojvbdyBT,4,3,4,Great course!,2024-10-07
IU0F70FW,10,276,R2Kry3K4,4,3,4,Great course!,2024-10-07
p6ArNpcw,13,59,F2APXR9f,2,5,3,Very informative.,2024-10-07
6TSMwLfS,15,23,TGpzWlfe,5,2,2,Could be better.,2024-10-07
n20W8psN,6,143,jlHjAVkZ,4,4,4,Great course!,2024-10-07
5sMHmfFT,12,203,BMuFciJ2,1,1,3,Very informative.,2024-10-07
5M01zv3d,6,186,fRvEPtcs,3,2,4,Very informative.,2024-10-07
yFBCqFjJ,11,231,8IcMgC0Z,1,2,4,Could be better.,2024-10-07
xRnDwzsb,16,14,jo3wgsU7,2,2,5,Great course!,2024-10-07
RB83Q5sP,11,160,fwhu2esq,2,5,3,Could be better.,2024-10-07
FMEA2el3,2,10,yN16bp6E,1,2,4,Great course!,2024-10-07
6Nl8U4UD,4,265,GWewf8AJ,2,1,1,Great course!,2024-10-07
zwb4wHQc,4,190,fQcoDTZ6,5,5,2,Great course!,2024-10-07
nuPvUvwZ,13,141,UOkvfzrC,5,1,5,Very informative.,2024-10-07
3brluTxb,6,148,6IieNGn9,3,5,3,Could be better.,2024-10-07
ROV2H2nM,11,43,USJxcD0f,5,4,3,Very informative.,2024-10-07
SP5b5Aqr,8,154,0gto5mSu,5,1,1,Could be better.,2024-10-07
NOxbUR1I,14,63,SZO2Vz5F,1,3,1,Great course!,2024-10-07
lzo170fG,11,209,tuYAGvMh,5,4,4,Could be better.,2024-10-07
9rgkEl6d,16,164,R38Y8UdU,3,2,3,Could be better.,2024-10-07
HeAR52n6,7,276,2cLzAMBh,4,5,2,Very informative.,2024-10-07
L54kHvjo,2,213,FC4exN7X,3,3,3,Great course!,2024-10-07
laEUmRRp,11,242,L959qDo7,3,4,5,Could be better.,2024-10-07
IJpWDDf3,10,36,aWP9PRey,4,4,2,Very informative.,2024-10-07
IjYY5Eon,20,139,ieY1yr5O,3,4,2,Great course!,2024-10-07
YHTJqbDn,3,59,GOZ2gigP,5,1,5,Great course!,2024-10-07
s5czNXmj,8,156,PZ5IlUgl,5,3,1,Could be better.,2024-10-07
NUP5Ceb6,19,219,GMTOf7mP,5,4,1,Could be better.,2024-10-07
MZpPoNJY,6,239,RRgfiUsF,1,2,2,Could be better.,2024-10-07
S9xUQo4P,10,6,nGMSC87W,5,5,4,Very informative.,2024-10-07
y4pDXffO,9,131,b6rqcNVC,5,3,3,Could be better.,2024-10-07
yZ3FEKyd,15,3,RRFekZFp,2,1,5,Could be better.,2024-10-07
xskECiJO,13,35,YhX04TDc,3,5,1,Could be better.,2024-10-07
rFpEHX5M,13,40,N6d122qp,5,4,5,Great course!,2024-10-07
btKlNQIc,14,148,acgCt5cT,1,1,2,Very informative.,2024-10-07
qLpNC05y,9,209,GPBGfj5G,3,4,5,Could be better.,2024-10-07
TqNaEl6B,13,136,EMdeOrMx,5,2,3,Great course!,2024-10-07
0YmXtrBM,2,87,BxT3Wpa1,2,5,3,Very informative.,2024-10-07
6qrLC8xo,9,101,TeMkkenH,2,2,4,Great course!,2024-10-07
XDFDuRol,11,217,CCnaZH5l,1,2,3,Very informative.,2024-10-07
yg5Nnsgj,9,290,3BOI4C6J,4,2,3,Very informative.,2024-10-07
SbmU6OkN,13,29,qz9bVTzO,4,3,3,Very informative.,2024-10-07
EQOuYddO,11,32,Hsy9h691,2,2,3,Could be better.,2024-10-07
L1gOVsYO,4,147,t6U05awK,5,4,4,Great course!,2024-10-07
PPna845a,6,109,m8Ei5XYt,4,1,2,Great course!,2024-10-07
wpdqWZBF,4,73,iXT7LJpz,4,2,2,Great course!,2024-10-07
6RmI8cSP,8,258,nhyEk4kf,3,4,3,Great course!,2024-10-07
8jTTvnPd,17,101,YrcOX9Yf,5,2,4,Very informative.,2024-10-07
jcIwVfW9,18,163,IOLzyYFr,1,3,1,Great course!,2024-10-07
bhoz8BeT,9,22,f4M1GckP,5,2,4,Great course!,2024-10-07
P3auGCT1,13,54,8lcGB7mH,4,5,1,Could be better.,2024-10-07
HoOWibwf,2,162,asbSXWOI,5,5,5,Great course!,2024-10-07
ldcWFfza,11,204,f0wFoD7b,3,5,1,Great course!,2024-10-07
NJina1lh,19,199,AOYgkW3T,4,2,3,Very informative.,2024-10-07
QrdXwbT5,19,179,ZAJKl5cm,3,2,3,Could be better.,2024-10-07
bLXBp530,16,296,xwPFTN6o,4,3,1,Very informative.,2024-10-07
QmfXl5z7,15,51,BWv4mz55,1,5,3,Very informative.,2024-10-07
YSYjL4tW,2,132,JXYxKBHx,3,1,1,Great course!,2024-10-07
QFKjTS4G,9,197,eRHlauf1,5,3,5,Could be better.,2024-10-07
HIUDE21t,6,145,rZZFUYcA,1,3,4,Great course!,2024-10-07
1YXjztTs,16,120,UQ5325F3,3,1,2,Great course!,2024-10-07
PJX3gz9a,4,253,eHz3Ngpl,4,4,4,Very informative.,2024-10-07
kDvBeQu5,5,226,IK9UtxQY,1,1,3,Very informative.,2024-10-07
kXXtGMZY,20,165,5z9PiucQ,3,1,4,Great course!,2024-10-07
FSGIbDqD,2,32,xNHRGSaO,5,2,1,Great course!,2024-10-07
7nk5IRuH,11,70,B25XRt9B,5,4,1,Great course!,2024-10-07
zCO027WH,8,58,u489UVDR,3,3,2,Very informative.,2024-10-07
B9ne1JRO,1,181,o0gNpXcs,5,3,2,Great course!,2024-10-07
fR0P5EzA,17,120,Mfd7iUsu,5,2,5,Very informative.,2024-10-07
rcLEZcCW,5,81,Othl3mlq,3,1,4,Great course!,2024-10-07
q5d8Tr4T,3,82,SFpZUkjN,3,5,3,Very informative.,2024-10-07
OUXoCLsF,20,12,AmWXkf4X,2,4,4,Great course!,2024-10-07
NDhdVI1c,16,140,okyVdqhs,1,2,1,Great course!,2024-10-07
UniXT4kG,8,1,ZqoQYyvg,2,4,1,Could be better.,2024-10-07
6rCxLgpy,20,232,5F08qmmP,1,5,3,Very informative.,2024-10-07
vNEEZprq,4,107,zV7f4nvi,2,3,5,Great course!,2024-10-07
HEaJcH6G,5,124,ScWoKCT5,4,2,2,Great course!,2024-10-07
cxM6ukhN,11,159,N4nMuRgm,1,1,1,Great course!,2024-10-07
sgCd1q0G,17,80,bTb5bchH,4,5,3,Great course!,2024-10-07
BZgvZdFs,9,276,wmmyJQQa,4,2,1,Very informative.,2024-10-07
QZstEoQl,15,249,x7as7Y1t,3,5,1,Very informative.,2024-10-07
Jqt5nIJ8,9,202,qrFVseXY,3,1,5,Could be better.,2024-10-07
SlQqGPMI,7,12,CJAdxliN,4,1,3,Very informative.,2024-10-07
FlOPsYpP,13,64,BkxpBSdw,3,4,2,Great course!,2024-10-07
2m8TScPN,7,78,z1u19QHW,4,4,2,Could be better.,2024-10-07
cTmMmh0J,3,242,xO0TzE2X,5,5,4,Very informative.,2024-10-07
SDapLcT3,19,156,uWavPr6D,1,4,2,Great course!,2024-10-07
6ilYF3vM,11,211,6M0cSdXh,4,2,3,Very informative.,2024-10-07
gSFKh0KL,14,111,8IqaAsCq,2,4,3,Could be better.,2024-10-07
WG3CZezP,1,120,JQKYUovW,2,4,4,Great course!,2024-10-07
tOBZyNeE,5,97,XW9ROwK8,5,3,1,Could be better.,2024-10-07
6uHKmlX4,7,178,MgLFOk18,5,5,4,Very informative.,2024-10-07
mLCpseoO,6,138,fVlnF4sd,1,5,1,Could be better.,2024-10-07
fomsJ3EX,10,211,wFiqUZZE,4,1,5,Very informative.,2024-10-07
1wj6jB3R,5,6,rM9NPVF7,2,5,1,Very informative.,2024-10-07
AUPeVeOi,12,3,x7qPsxFT,1,3,4,Could be better.,2024-10-07
uVxFdFrR,8,189,3PUdKUyB,1,3,4,Could be better.,2024-10-07
oR2rpwRU,18,82,xR8nZpC0,3,4,2,Great course!,2024-10-07
Hb7O7Qfw,16,208,KHshgMeo,1,5,2,Could be better.,2024-10-07
gRaicyze,7,288,q0a9ctqK,2,3,1,Great course!,2024-10-07
sjVPv5oQ,8,55,9brPcV4t,3,4,5,Could be better.,2024-10-07
WRvuo2Rw,11,143,D2j5PYbi,2,5,4,Could be better.,2024-10-07
RrQVy959,11,79,9cPXov66,4,4,1,Very informative.,2024-10-07
tQ3N6P4L,5,204,Nj2vF0wg,5,5,5,Great course!,2024-10-07
fd9JEF2c,20,120,WOQgt0bE,5,3,5,Great course!,2024-10-07
Q3NhB5WJ,16,136,DKALIoCv,1,3,1,Great course!,2024-10-07
326SSyNB,11,24,q40JMvEY,2,4,2,Very informative.,2024-10-07
jnqgUQAV,3,200,PkHgl9HQ,5,4,5,Very informative.,2024-10-07
elGvNSJd,17,87,QtGCxdJD,4,4,3,Could be better.,2024-10-07
5FIysZRo,1,143,Wov9wl29,5,5,2,Great course!,2024-10-07
L985GJUR,17,11,F5978Kx7,1,4,2,Very informative.,2024-10-07
57hi6r5C,11,226,qXcH6yto,2,2,3,Very informative.,2024-10-07
FULt7ErT,15,44,rcrKcILQ,4,1,1,Great course!,2024-10-07
jm2LxBjm,2,93,QxKKM5Pk,5,1,4,Very informative.,2024-10-07
VLvsuF5v,10,240,4PBsZSOj,2,2,4,Could be better.,2024-10-07
f3UGMpO8,7,297,pXfhySXU,2,5,4,Could be better.,2024-10-07
EQcAzzUZ,15,61,3d5kW5wD,1,4,2,Very informative.,2024-10-07
nz83l647,13,288,4oIH2gU4,2,3,4,Very informative.,2024-10-07
3c7qXQ1Z,7,118,tNw6YRAq,3,1,5,Great course!,2024-10-07
2TuurBQH,5,253,iDuAs2xT,1,1,5,Could be better.,2024-10-07
NkczkH1f,19,266,TrMJ55YC,3,2,1,Very informative.,2024-10-07
zemsRm8E,1,147,iwqgLszC,3,5,2,Great course!,2024-10-07
FoTUdTVl,10,55,7a9vE3mF,5,2,2,Very informative.,2024-10-07
KqGr47VW,20,133,f0MMz4Ay,3,4,4,Very informative.,2024-10-07
YjlPLrOC,7,170,5YGAkXLn,3,1,5,Could be better.,2024-10-07
B0tHrLIc,5,56,yS4aB7yR,1,4,5,Could be better.,2024-10-07
845PVkOP,14,101,UhSCZham,1,1,3,Great course!,2024-10-07
gCAphUNx,8,239,UNERnnBF,1,1,1,Great course!,2024-10-07
JNIll3Ou,4,228,tHpH8uH7,2,5,4,Could be better.,2024-10-07
dtlfKlmf,11,147,1EBUHOwU,3,5,5,Great course!,2024-10-07
JXVG0guq,9,226,pVnokgIy,4,1,5,Very informative.,2024-10-07
5RBoshpw,19,222,nlKKFUfu,3,4,4,Great course!,2024-10-07
LY5tnGFU,4,201,vP17HhhV,5,1,4,Very informative.,2024-10-07
Q0ZHx9ex,11,35,1ztT26wq,3,1,2,Could be better.,2024-10-07
s4XLsDr8,12,94,D57zjkYF,3,1,4,Could be better.,2024-10-07
ltePvajU,7,117,FteBh8gW,5,3,4,Very informative.,2024-10-07
K0pUqYX3,4,123,pNWuUxNf,5,1,3,Great course!,2024-10-07
HxLOrEbi,13,200,xnJWye6u,5,4,1,Great course!,2024-10-07
xS7DIYfX,1,78,9PbMLerk,3,3,3,Very informative.,2024-10-07
mrlcyDIl,14,62,4BpPNiha,3,5,5,Great course!,2024-10-07
yEsXGoB0,11,135,3KTA83mj,2,5,1,Could be better.,2024-10-07
8QjdNe6L,11,56,5k1PqZeL,2,4,5,Great course!,2024-10-07
AAhfTrbA,6,272,oEAgRLvE,2,4,3,Very informative.,2024-10-07
OUZkwhjC,8,208,HkEqIWhX,5,5,5,Very informative.,2024-10-07
qO8I71RX,5,194,B3H0DhmM,2,1,4,Very informative.,2024-10-07
0j7o0wcW,20,299,PV3kklnj,5,1,4,Great course!,2024-10-07
xSiwkk9b,18,186,kR2EVq2S,4,2,5,Very informative.,2024-10-07
omk3d4Kw,19,61,I8QdDYbg,3,4,3,Great course!,2024-10-07
hvCJACAk,14,14,DZDAI1jC,5,2,4,Could be better.,2024-10-07
xv2XcFyO,5,294,oTU7VVz7,5,3,5,Very informative.,2024-10-07
INqSYU34,16,229,5x8yPXKg,3,5,2,Great course!,2024-10-07
szWbhHMJ,2,189,9MeZHWnJ,5,3,4,Could be better.,2024-10-07
Qbg0Igbk,19,218,vjbNHjzZ,1,5,4,Could be better.,2024-10-07
Fkrw4C6M,19,295,kingSyw3,1,1,4,Great course!,2024-10-07
rC3Qo0TI,19,137,GHPPMZY9,4,1,2,Very informative.,2024-10-07
o0YwOLWf,13,179,7wYDfrCb,2,5,3,Great course!,2024-10-07
gEKg6psb,6,16,lmfEtWD7,2,4,1,Could be better.,2024-10-07
RdBsT848,13,121,5AhoMFrW,5,5,2,Very informative.,2024-10-07
eFFODS2p,3,155,MnaHSUpV,1,5,2,Great course!,2024-10-07
400qMvpT,7,200,pbEyNbgM,2,2,1,Great course!,2024-10-07
EJuRxxhs,15,9,ZPdlWLsU,5,4,3,Very informative.,2024-10-07
37Sbv6y9,1,204,5RBJnM1D,5,1,2,Great course!,2024-10-07
gom3Ya1k,15,220,7YoOFbab,3,3,5,Great course!,2024-10-07
BrO0ISek,13,14,M6ohUYx9,1,4,1,Great course!,2024-10-07
o5ERmTNk,3,272,mhEiUFtu,3,4,3,Great course!,2024-10-07
igPzuvIk,9,169,TdQhaXGv,4,3,5,Could be better.,2024-10-07
KD1CqhB7,1,1,TgkjAFTx,1,2,1,Could be better.,2024-10-07
Roxqq3Dv,17,169,zGzUVonD,4,1,1,Could be better.,2024-10-07
rdUV5hXX,15,166,KfbJhpFy,3,1,1,Could be better.,2024-10-07
9qvjeb9m,5,186,EqxL386x,1,4,2,Very informative.,2024-10-07
Jeriwmip,11,13,oVoID0Ze,3,3,4,Could be better.,2024-10-07
OffpDeYw,12,29,Y8X1u6QN,1,4,2,Could be better.,2024-10-07
eJrf68oj,9,138,OzA5JeDd,4,4,4,Great course!,2024-10-07
MsdYBWAM,17,262,wcLhQwyc,5,1,5,Great course!,2024-10-07
T77tIwbd,4,255,LKykkJsd,4,4,2,Very informative.,2024-10-07
mdlHnuWl,10,197,kOdbWtuK,5,4,5,Could be better.,2024-10-07
KgoRGkI1,7,189,gq8O71fn,2,1,2,Could be better.,2024-10-07
Gh79Un5k,7,186,3LiRAQkB,5,1,3,Could be better.,2024-10-07
QDuMcFRu,7,271,nuu7nhlQ,1,5,4,Could be better.,2024-10-07
wq0rliT9,3,40,4jTuxuWF,2,4,1,Great course!,2024-10-07
hM0y2g6a,4,8,OG2GWYSX,1,2,1,Great course!,2024-10-07
3eCtyETe,10,103,Hteg88Mr,5,2,4,Great course!,2024-10-07
GQpsItgL,9,291,vcqkED4H,5,1,5,Great course!,2024-10-07
8syMZkae,13,300,GwlvkO3V,5,1,1,Could be better.,2024-10-07
HL3Tj9mU,6,240,LFVA70z5,4,5,1,Very informative.,2024-10-07
T3ldytOV,18,77,DFOkXdve,5,3,4,Great course!,2024-10-07
aNDl5xCS,4,122,2a80cHy8,5,5,3,Could be better.,2024-10-07
eVBxvPSv,3,196,fMdJD1bG,3,5,2,Great course!,2024-10-07
mWV13NqL,14,127,tz1o47Ao,1,2,3,Could be better.,2024-10-07
hTrmFpQm,16,123,CcY9QgOv,4,5,5,Could be better.,2024-10-07
G0nl03XU,5,121,yEeZYQqb,4,4,2,Very informative.,2024-10-07
x4DbaI2E,20,235,juICw6i2,3,2,2,Great course!,2024-10-07
JJGq3oB5,16,243,oc4wr8lF,4,4,2,Could be better.,2024-10-07
oifyjiZY,11,125,JhkkxAo2,1,1,5,Great course!,2024-10-07
JIyqWlh9,16,157,zTTeCVuc,2,1,1,Great course!,2024-10-07
GtaRJ0iT,7,296,6ynEBr77,1,1,5,Great course!,2024-10-07
S94PVjJP,20,58,z3eQ3kx9,5,2,4,Could be better.,2024-10-07
UC66n60Y,11,256,hrIk9Qym,1,1,2,Very informative.,2024-10-07
p9PDN5zj,20,32,UEW1mzGy,1,5,3,Could be better.,2024-10-07
mtUwvPuN,1,35,ZEKOZOJ8,4,4,3,Very informative.,2024-10-07
bQLh49OY,20,138,7jcwT1y8,4,5,4,Very informative.,2024-10-07
p0Mfko49,11,27,9Ecg46xR,4,5,2,Very informative.,2024-10-07
laHIjIbo,5,2,N4nplsK8,1,4,5,Great course!,2024-10-07
J7aYLgWI,13,72,3BkxThQG,3,3,5,Could be better.,2024-10-07
VUkmjf9n,7,54,USDraLas,4,1,4,Very informative.,2024-10-07
XTnotTwV,11,2,xCGJMf0v,2,5,2,Great course!,2024-10-07
6L0I60AS,19,52,QAkzlODl,1,1,4,Could be better.,2024-10-07
K8629w2H,17,7,3zOmX588,1,3,1,Very informative.,2024-10-07
HITXmtCw,3,209,VKVO7G1N,1,3,3,Great course!,2024-10-07
p8yWagvF,6,173,EgkPT88Z,3,4,2,Great course!,2024-10-07
1WQ27dX2,16,221,DhOHcJML,1,3,4,Great course!,2024-10-07
ENRy0XfF,9,8,AGDBWiYp,1,4,3,Great course!,2024-10-07
tQYDczjr,13,30,g4xN81cv,2,4,4,Great course!,2024-10-07
K3NtRr8R,10,163,3c6gZUn0,1,2,3,Could be better.,2024-10-07
hP51gTkt,13,124,dcmzPIHu,5,2,1,Great course!,2024-10-07
SYoG9uua,4,70,8OcaWv7f,2,2,1,Could be better.,2024-10-07
H8y64N7H,2,258,BqGGUe1i,1,5,3,Very informative.,2024-10-07
QRQNvYDY,6,189,tPglsxOk,1,5,2,Great course!,2024-10-07
uXFOBrxx,5,25,H5yixb0y,1,3,3,Could be better.,2024-10-07
o0ip6j9p,4,67,p72oLTDh,5,4,1,Great course!,2024-10-07
EWdmPLK5,7,13,UXNXolim,2,5,1,Great course!,2024-10-07
pmTKK6KP,12,181,rS1T8tiQ,3,2,5,Very informative.,2024-10-07
lFprMhJk,17,237,INAVytg7,3,5,2,Great course!,2024-10-07
1UfnrMBN,11,61,2XFSDOiH,1,3,2,Very informative.,2024-10-07
kNUQnpYb,5,50,VsJf01ob,1,1,4,Very informative.,2024-10-07
BwuuNXV6,12,241,btc9dT4c,5,2,4,Very informative.,2024-10-07
TRKmPrds,7,180,hEQlyWZt,3,2,5,Great course!,2024-10-07
QA83e1aN,9,282,VOJaCIdX,1,4,3,Great course!,2024-10-07
UiYZ59Yg,17,220,fs8dHCCV,1,3,3,Very informative.,2024-10-07
52mfrF3k,1,152,vQcJoJdO,1,3,3,Could be better.,2024-10-07
5sTIRXo5,6,8,6SODu75r,1,3,3,Great course!,2024-10-07
M3sn5jED,19,283,iGWdfCox,2,3,5,Could be better.,2024-10-07
VZsxu7ZP,19,105,9S5uJ1u1,3,3,1,Great course!,2024-10-07
34tjdrU5,14,282,BKAyUY2O,4,2,3,Great course!,2024-10-07
ag76tZMJ,19,112,ALrbkRWh,3,1,4,Very informative.,2024-10-07
TYlfBgLI,4,279,zw5J1VA7,1,1,5,Could be better.,2024-10-07
F93qTd0E,9,54,VJNqW6cB,1,1,3,Very informative.,2024-10-07
9RztWZyQ,11,14,Xo249Myz,4,3,4,Could be better.,2024-10-07
pHB7PzB1,14,227,K2z1LXNX,4,4,3,Great course!,2024-10-07
EFdcL3Wa,7,156,g4xEDBQV,4,2,2,Great course!,2024-10-07
ajv9Xz0X,12,223,B4TWnWwD,3,5,4,Very informative.,2024-10-07
NKWrx4eJ,19,50,QayoLp1d,2,3,3,Could be better.,2024-10-07
P9E0NOLz,16,294,78gfJNIQ,1,5,3,Very informative.,2024-10-07
C2cAU3Wc,10,37,51H6ejIu,2,4,3,Very informative.,2024-10-07
NdOYM3mq,3,160,8R0VuQFf,1,5,1,Could be better.,2024-10-07
KEceUp6E,16,80,Jbpw5TE7,4,2,3,Could be better.,2024-10-07
upAEbfWY,17,294,8oLd64eE,1,1,1,Could be better.,2024-10-07
UhcYkhyC,16,190,ilwcZdm5,1,4,5,Could be better.,2024-10-07
70yMmbKS,3,80,knq0ckdB,3,1,2,Very informative.,2024-10-07
nwLR34Lx,15,69,lOFUmr7A,5,3,2,Very informative.,2024-10-07
0Sdkh0wH,10,134,wHtlqRNk,3,4,4,Very informative.,2024-10-07
O2sjw84L,13,285,qyXkmlEA,5,5,2,Great course!,2024-10-07
03aSvkpY,15,279,gJHk5OWR,1,1,1,Could be better.,2024-10-07
UaqyPxkj,10,229,BnBbcjqs,5,2,3,Could be better.,2024-10-07
zaDZqekp,11,37,HwUFShiS,4,5,1,Very informative.,2024-10-07
k18Cp0zi,2,21,9QoVthmp,2,1,2,Could be better.,2024-10-07
23YxuIOG,1,133,QrpFRRTA,3,1,2,Could be better.,2024-10-07
uhSZB3nc,16,89,spzeCSy4,5,4,4,Could be better.,2024-10-07
W6COiwrB,1,119,zpFH5Eor,5,1,4,Very informative.,2024-10-07
fRYdBPEE,14,59,Ul0tcN0r,4,5,2,Great course!,2024-10-07
cV9EPI8g,19,19,gGpXyzSw,5,1,3,Could be better.,2024-10-07
a1V1OXFd,17,180,xldv0tnz,4,2,5,Very informative.,2024-10-07
amdkshsv,3,180,kfEtTFxV,5,1,1,Great course!,2024-10-07
ioLffKLF,6,242,i0swezox,3,4,4,Could be better.,2024-10-07
9jXADusb,20,204,8npmJJ0h,2,1,5,Great course!,2024-10-07
ojb4z8Oa,12,53,Rxdnsv3x,3,2,1,Very informative.,2024-10-07
wgtXJcxS,15,189,o2AOL8fC,1,2,4,Could be better.,2024-10-07
E40afEET,14,105,RKmIi9xi,4,4,3,Great course!,2024-10-07
2k39IgSu,16,270,LKAj94CE,1,4,2,Could be better.,2024-10-07
1gLSkNvY,8,66,L6H1TsRT,5,5,3,Great course!,2024-10-07
uLoXrgC6,15,160,cUvWzR7y,3,4,5,Great course!,2024-10-07
DceNngFy,15,50,CBUP75Fi,5,2,3,Very informative.,2024-10-07
Ytvttndr,15,250,b44LybbP,1,3,3,Great course!,2024-10-07
JP85Gy0Z,5,7,C3pNkuxv,5,5,4,Great course!,2024-10-07
eRgf1Rrs,20,77,RbYFtVq9,5,2,1,Very informative.,2024-10-07
bpAElwMp,11,237,TrMTVPRn,2,5,3,Could be better.,2024-10-07
gW2QZ9CN,19,110,fNOVtHnf,1,2,4,Great course!,2024-10-07
v6OmAWDt,12,170,1xpBZyb4,2,2,4,Could be better.,2024-10-07
xxx4WqXJ,3,5,9TIze8Sp,5,1,1,Could be better.,2024-10-07
PsBpeO0h,3,225,pO7pYaLS,2,3,4,Very informative.,2024-10-07
JhqmGBaf,8,148,c5nXlrhQ,4,3,2,Very informative.,2024-10-07
kwDsjxKq,7,249,BxrFOWPD,3,1,3,Great course!,2024-10-07
Ffl1l80x,5,17,TalpgsXv,3,3,1,Could be better.,2024-10-07
xNzvWUgF,20,290,lw5QFUY7,4,2,2,Great course!,2024-10-07
pvJrLSGH,17,296,hQcsm6Oe,4,4,5,Very informative.,2024-10-07
RENatjl9,17,289,49WRitY1,5,2,4,Could be better.,2024-10-07
EHLBemgT,3,288,q2ZGglSr,3,5,2,Very informative.,2024-10-07
cVBQx5Up,1,115,tVtpveoS,1,4,1,Very informative.,2024-10-07
HKEVQOlK,16,279,zFvYXSuX,1,1,3,Could be better.,2024-10-07
lfI59Asz,4,49,ApAj3rVv,2,5,3,Great course!,2024-10-07
6OpkF92P,1,285,0u3s6rOV,3,5,2,Could be better.,2024-10-07
NaK3n24a,18,280,PPx7BvQU,3,1,4,Great course!,2024-10-07
Jkma19zm,9,67,OhX5idti,1,3,2,Great course!,2024-10-07
g4QSqxHf,14,233,XR0c2ttm,2,2,1,Could be better.,2024-10-07
PSExLH4K,1,214,FDXseCBg,1,3,3,Great course!,2024-10-07
2EKrTMsy,13,140,EvAc6lwO,5,2,5,Great course!,2024-10-07
Fh8yGXZo,18,235,mSGlG3LO,2,5,5,Great course!,2024-10-07
jd6ImJqT,13,237,8HFdPv7E,2,4,4,Very informative.,2024-10-07
SIlZr4BN,5,179,9iTL7AcU,1,3,3,Could be better.,2024-10-07
VD51QsAc,17,25,Szq0PfkO,1,3,1,Very informative.,2024-10-07
DVE4Cglq,14,110,tyu8Ft5W,3,4,3,Very informative.,2024-10-07
AaafpJRy,3,53,Mfhuu667,2,3,4,Very informative.,2024-10-07
NW0StdAT,13,249,rUFlKMl1,3,2,3,Very informative.,2024-10-07
